-------------------------------------------------------------------------------------------------
| yProperty                                                           | yCountDistinct | yCount |
| <http://dbpedia.org/ontology/iataLocationIdentifier>                | 14             | 16     |
| <http://dbpedia.org/property/sourceName>                            | 14             | 22     |
| <http://dbpedia.org/ontology/icaoLocationIdentifier>                | 14             | 17     |
| <http://dbpedia.org/property/populationDemonym>                     | 14             | 139    |
| <http://dbpedia.org/ontology/largestSettlement>                     | 14             | 73     |
| <http://dbpedia.org/ontology/owner>                                 | 14             | 16     |
| <http://dbpedia.org/property/lengthMi>                              | 13             | 22     |
| <http://dbpedia.org/ontology/distanceToBelfast>                     | 13             | 21     |
| <http://dbpedia.org/property/dischargeMinImperial>                  | 13             | 15     |
| <http://dbpedia.org/property/twin1Country>                          | 13             | 48     |
| <http://dbpedia.org/property/areaSqmi>                              | 13             | 28     |
| <http://dbpedia.org/property/vorwahl>                               | 13             | 22     |
| <http://dbpedia.org/property/popMetro>                              | 13             | 32     |
| <http://dbpedia.org/property/plz>                                   | 13             | 22     |
| <http://dbpedia.org/ontology/dischargeAverage>                      | 13             | 16     |
| <http://dbpedia.org/property/depthM>                                | 12             | 183    |
| <http://dbpedia.org/property/dischargeAverage>                      | 12             | 15     |
| <http://dbpedia.org/ontology/Stream/dischargeAverage>               | 12             | 14     |
| <http://dbpedia.org/property/localName>                             | 12             | 20     |
| <http://dbpedia.org/property/popDate>                               | 12             | 48     |
| <http://dbpedia.org/property/oceans>                                | 12             | 59     |
| <http://dbpedia.org/property/rulingParty>                           | 12             | 81     |
| <http://dbpedia.org/property/einwohner>                             | 11             | 12     |
| <http://dbpedia.org/property/höhe>                                  | 11             | 12     |
| <http://dbpedia.org/property/source1Location>                       | 11             | 22     |
| <http://dbpedia.org/property/lakeType>                              | 11             | 17     |
| <http://dbpedia.org/property/maxDepth>                              | 11             | 52     |
| <http://dbpedia.org/property/cityServed>                            | 11             | 19     |
| <http://dbpedia.org/property/twin2Country>                          | 11             | 24     |
| <http://dbpedia.org/property/r2Number>                              | 11             | 12     |
| <http://dbpedia.org/property/maxDepthM>                             | 11             | 143    |
| <http://dbpedia.org/property/fläche>                                | 11             | 12     |
| <http://dbpedia.org/property/r2LengthM>                             | 10             | 11     |
| <http://dbpedia.org/ontology/principalArea>                         | 10             | 23     |
| <http://dbpedia.org/property/iucnCategory>                          | 10             | 11     |
| <http://dbpedia.org/ontology/sourceConfluencePosition>              | 10             | 21     |
| <http://dbpedia.org/property/density>                               | 10             | 11     |
| <http://dbpedia.org/property/edinburghDistance>                     | 10             | 11     |
| <http://dbpedia.org/property/r2Surface>                             | 10             | 11     |
| <http://dbpedia.org/ontology/lowestPlace>                           | 10             | 25     |
| <http://dbpedia.org/property/operator>                              | 10             | 10     |
| <http://dbpedia.org/property/welshName>                             | 10             | 10     |
| <http://dbpedia.org/property/elevationMinFt>                        | 10             | 15     |
| <http://dbpedia.org/ontology/capitalPosition>                       | 10             | 31     |
| <http://dbpedia.org/ontology/operator>                              | 10             | 10     |
| <http://dbpedia.org/ontology/architect>                             | 10             | 15     |
| <http://dbpedia.org/property/r2LengthF>                             | 10             | 11     |
| <http://dbpedia.org/property/metropolitanBorough>                   | 9              | 9      |
| <http://dbpedia.org/property/depth>                                 | 9              | 10     |
| <http://dbpedia.org/property/italianName>                           | 9              | 110    |
| <http://dbpedia.org/property/unitaryWales>                          | 9              | 9      |
| <http://dbpedia.org/property/capitalElevation>                      | 9              | 29     |
| <http://dbpedia.org/property/populationof>                          | 9              | 11     |
| <http://dbpedia.org/property/topo>                                  | 9              | 13     |
| <http://dbpedia.org/property/countries>                             | 9              | 56     |
| <http://dbpedia.org/property/rivers>                                | 9              | 64     |
| <http://dbpedia.org/property/volumeKm>                              | 9              | 108    |
| <http://dbpedia.org/property/architect>                             | 9              | 13     |
| <http://dbpedia.org/property/royalAnthem>                           | 9              | 110    |
| <http://dbpedia.org/property/watershedKm>                           | 9              | 11     |
| <http://dbpedia.org/ontology/metropolitanBorough>                   | 9              | 9      |
| <http://dbpedia.org/property/arname>                                | 9              | 19     |
| <http://dbpedia.org/property/municipalityType>                      | 9              | 10     |
| <http://dbpedia.org/ontology/height>                                | 9              | 10     |
| <http://dbpedia.org/property/twin3Country>                          | 9              | 17     |
| <http://dbpedia.org/ontology/nationalTopographicSystemMapNumber>    | 9              | 13     |
| <http://dbpedia.org/ontology/iucnCategory>                          | 9              | 10     |
| <http://dbpedia.org/ontology/capitalElevation>                      | 9              | 29     |
| <http://dbpedia.org/property/biome>                                 | 8              | 15     |
| <http://dbpedia.org/property/latitude>                              | 8              | 9      |
| <http://dbpedia.org/property/owner>                                 | 8              | 9      |
| <http://dbpedia.org/ontology/architecturalStyle>                    | 8              | 18     |
| <http://dbpedia.org/property/shore>                                 | 8              | 10     |
| <http://dbpedia.org/property/town>                                  | 8              | 10     |
| <http://dbpedia.org/ontology/governmentPosition>                    | 8              | 32     |
| <http://dbpedia.org/property/partei>                                | 8              | 9      |
| <http://dbpedia.org/ontology/sourceConfluenceElevation>             | 8              | 14     |
| <http://dbpedia.org/property/source1Region>                         | 8              | 14     |
| <http://dbpedia.org/property/twin4Country>                          | 8              | 19     |
| <http://dbpedia.org/property/source1Country>                        | 8              | 17     |
| <http://dbpedia.org/property/largestSettlement>                     | 8              | 64     |
| <http://dbpedia.org/property/longitude>                             | 8              | 9      |
| <http://dbpedia.org/property/year>                                  | 8              | 19     |
| <http://dbpedia.org/property/yearbuilt>                             | 8              | 10     |
| <http://dbpedia.org/property/twintowns>                             | 8              | 32     |
| <http://dbpedia.org/ontology/territory>                             | 8              | 31     |
| <http://dbpedia.org/property/group>                                 | 7              | 10     |
| <http://dbpedia.org/property/lieutenancyWales>                      | 7              | 7      |
| <http://dbpedia.org/ontology/biome>                                 | 7              | 13     |
| <http://dbpedia.org/ontology/numberOfVisitors>                      | 7              | 8      |
| <http://dbpedia.org/property/locationCountry>                       | 7              | 7      |
| <http://dbpedia.org/ontology/administrativeDistrict>                | 7              | 12     |
| <http://dbpedia.org/ontology/soundRecording>                        | 7              | 716    |
| <http://dbpedia.org/property/width>                                 | 7              | 8      |
| <http://dbpedia.org/property/ownership>                             | 7              | 8      |
| <http://dbpedia.org/property/nativenameA>                           | 7              | 10     |
| <http://dbpedia.org/ontology/governmentElevation>                   | 7              | 31     |
| <http://dbpedia.org/property/geology>                               | 7              | 38     |
| <http://dbpedia.org/property/lastEruption>                          | 7              | 10     |
| <http://dbpedia.org/property/localAuthority>                        | 7              | 10     |
| <http://dbpedia.org/property/twin6Country>                          | 7              | 15     |
| <http://dbpedia.org/property/highestRegion>                         | 7              | 34     |
| <http://dbpedia.org/property/governmentElevation>                   | 7              | 31     |
| <http://dbpedia.org/ontology/highestRegion>                         | 7              | 34     |
| <http://dbpedia.org/property/regbzk>                                | 7              | 12     |
| <http://dbpedia.org/property/territory>                             | 7              | 8      |
| <http://dbpedia.org/property/filename>                              | 7              | 716    |
| <http://dbpedia.org/property/visitationNum>                         | 7              | 8      |
| <http://dbpedia.org/ontology/eruptionYear>                          | 7              | 12     |
| <http://dbpedia.org/property/imageBathymetry>                       | 7              | 11     |
| <http://dbpedia.org/ontology/buildingStartDate>                     | 7              | 7      |
| <http://dbpedia.org/property/title>                                 | 7              | 716    |
| <http://dbpedia.org/ontology/unitaryAuthority>                      | 7              | 10     |
| <http://dbpedia.org/ontology/sourceConfluenceMountain>              | 6              | 10     |
| <http://dbpedia.org/property/sourceConfluenceLocation>              | 6              | 10     |
| <http://dbpedia.org/ontology/lowestMountain>                        | 6              | 15     |
| <http://dbpedia.org/property/highestM>                              | 6              | 13     |
| <http://dbpedia.org/ontology/associationOfLocalGovernment>          | 6              | 6      |
| <http://dbpedia.org/property/description>                           | 6              | 356    |
| <http://dbpedia.org/property/established>                           | 6              | 40     |
| <http://dbpedia.org/ontology/map>                                   | 6              | 48     |
| <http://dbpedia.org/ontology/sourceConfluencePlace>                 | 6              | 10     |
| <http://dbpedia.org/property/completionDate>                        | 6              | 6      |
| <http://dbpedia.org/ontology/geology>                               | 6              | 30     |
| <http://dbpedia.org/property/imageMap>                              | 6              | 48     |
| <http://dbpedia.org/property/mainSettlement>                        | 6              | 9      |
| <http://dbpedia.org/property/bezirk>                                | 6              | 7      |
| <http://dbpedia.org/property/twin5Country>                          | 6              | 12     |
| <http://dbpedia.org/property/verbandsgemeinde>                      | 6              | 6      |
| <http://dbpedia.org/property/lowestLocation>                        | 6              | 15     |
| <http://dbpedia.org/property/catchment>                             | 6              | 9      |
| <http://dbpedia.org/property/dischargeM3/s>                         | 6              | 8      |
| <http://dbpedia.org/property/volume>                                | 6              | 7      |
| <http://dbpedia.org/property/language>                              | 6              | 23     |
| <http://dbpedia.org/ontology/Infrastructure/length>                 | 5              | 5      |
| <http://dbpedia.org/property/popyear>                               | 5              | 11     |
| <http://dbpedia.org/property/bundesland>                            | 5              | 5      |
| <http://dbpedia.org/property/border>                                | 5              | 85     |
| <http://dbpedia.org/property/popEstAsOf>                            | 5              | 62     |
| <http://dbpedia.org/property/highestState>                          | 5              | 14     |
| <http://dbpedia.org/property/lowestM>                               | 5              | 12     |
| <http://dbpedia.org/property/period>                                | 5              | 9      |
| <http://dbpedia.org/property/related>                               | 5              | 11     |
| <http://dbpedia.org/property/sourceConfluenceElevation>             | 5              | 10     |
| <http://dbpedia.org/property/popofyear>                             | 5              | 8      |
| <http://dbpedia.org/property/mouthElevationM>                       | 5              | 5      |
| <http://dbpedia.org/ontology/border>                                | 5              | 112    |
| <http://dbpedia.org/property/nativename>                            | 5              | 7      |
| <http://dbpedia.org/property/popUrban>                              | 4              | 13     |
| <http://dbpedia.org/property/governmentRegion>                      | 4              | 28     |
| <http://dbpedia.org/ontology/firstAscentYear>                       | 4              | 9      |
| <http://dbpedia.org/property/firstAscent>                           | 4              | 9      |
| <http://dbpedia.org/ontology/management>                            | 4              | 5      |
| <http://dbpedia.org/ontology/notes>                                 | 4              | 13     |
| <http://dbpedia.org/ontology/maximumTemperature>                    | 4              | 125    |
| <http://dbpedia.org/property/architecture>                          | 4              | 7      |
| <http://dbpedia.org/ontology/geologicPeriod>                        | 4              | 7      |
| <http://dbpedia.org/ontology/sourceConfluence>                      | 4              | 7      |
| <http://dbpedia.org/ontology/meaning>                               | 4              | 6      |
| <http://dbpedia.org/property/sourceConfluence>                      | 4              | 6      |
| <http://dbpedia.org/property/locationTown>                          | 4              | 6      |
| <http://umbel.org/umbel#isLike>                                     | 4              | 5      |
| <http://dbpedia.org/property/countryCapital>                        | 4              | 28     |
| <http://dbpedia.org/property/buildingName>                          | 4              | 4      |
| <http://dbpedia.org/ontology/related>                               | 4              | 12     |
| <http://dbpedia.org/property/belfastDistanceMi>                     | 4              | 8      |
| <http://dbpedia.org/property/islandGroup>                           | 4              | 4      |
| <http://dbpedia.org/property/meaning>                               | 4              | 6      |
| <http://dbpedia.org/property/celticName>                            | 4              | 4      |
| <http://dbpedia.org/property/cornishName>                           | 4              | 5      |
| <http://dbpedia.org/property/notes>                                 | 4              | 12     |
| <http://dbpedia.org/property/edinburghDistanceMi>                   | 4              | 4      |
| <http://dbpedia.org/ontology/governmentRegion>                      | 4              | 28     |
| <http://dbpedia.org/ontology/highestState>                          | 4              | 12     |
| <http://dbpedia.org/property/altoffsp>                              | 4              | 5      |
| <http://dbpedia.org/ontology/minimumTemperature>                    | 4              | 125    |
| <http://dbpedia.org/property/twin7Country>                          | 4              | 6      |
| <http://dbpedia.org/property/source1Elevation>                      | 3              | 6      |
| <http://dbpedia.org/ontology/tenant>                                | 3              | 4      |
| <http://dbpedia.org/ontology/totalPopulation>                       | 3              | 5      |
| <http://dbpedia.org/property/members>                               | 3              | 5      |
| <http://dbpedia.org/property/areaMetro>                             | 3              | 12     |
| <http://dbpedia.org/property/poptime>                               | 3              | 4      |
| <http://dbpedia.org/property/catchmentKm>                           | 3              | 55     |
| <http://dbpedia.org/property/runtime>                               | 3              | 3      |
| <http://dbpedia.org/ontology/areaRural>                             | 3              | 9      |
| <http://dbpedia.org/property/postal2Code>                           | 3              | 7      |
| <http://dbpedia.org/property/temperatureHighC>                      | 3              | 115    |
| <http://dbpedia.org/ontology/openingYear>                           | 3              | 3      |
| <http://dbpedia.org/property/lowestElevationImperial>               | 3              | 3      |
| <http://dbpedia.org/property/locale>                                | 3              | 5      |
| <http://dbpedia.org/ontology/quote>                                 | 3              | 53     |
| <http://dbpedia.org/property/governmentLocation>                    | 3              | 3      |
| <http://dbpedia.org/property/reference>                             | 3              | 53     |
| <http://dbpedia.org/property/twin8Country>                          | 3              | 3      |
| <http://dbpedia.org/property/crosses>                               | 3              | 3      |
| <http://dbpedia.org/property/populationDensityUrbanSqMi>            | 3              | 17     |
| <http://dbpedia.org/property/bridgeName>                            | 3              | 3      |
| <http://dbpedia.org/property/height>                                | 3              | 3      |
| <http://dbpedia.org/ontology/address>                               | 3              | 4      |
| <http://dbpedia.org/ontology/crosses>                               | 3              | 4      |
| <http://dbpedia.org/property/source1ElevationImperial>              | 3              | 4      |
| <http://dbpedia.org/ontology/Work/runtime>                          | 3              | 3      |
| <http://dbpedia.org/property/architecturalStyle>                    | 3              | 5      |
| <http://dbpedia.org/property/watershedSqmi>                         | 3              | 3      |
| <http://dbpedia.org/property/startDate>                             | 3              | 3      |
| <http://dbpedia.org/property/buildingType>                          | 3              | 4      |
| <http://dbpedia.org/property/populationDensityMetroSqMi>            | 3              | 6      |
| <http://dbpedia.org/ontology/lowestPosition>                        | 3              | 4      |
| <http://dbpedia.org/ontology/governmentPlace>                       | 3              | 3      |
| <http://dbpedia.org/property/address>                               | 3              | 5      |
| <http://dbpedia.org/ontology/starring>                              | 3              | 11     |
| <http://dbpedia.org/ontology/demolitionDate>                        | 3              | 3      |
| <http://dbpedia.org/property/rels>                                  | 3              | 5      |
| <http://dbpedia.org/ontology/governmentMountain>                    | 3              | 3      |
| <http://dbpedia.org/property/highestLocation>                       | 3              | 4      |
| <http://dbpedia.org/property/starring>                              | 3              | 11     |
| <http://dbpedia.org/property/frozen>                                | 3              | 6      |
| <http://dbpedia.org/ontology/frozen>                                | 3              | 6      |
| <http://dbpedia.org/property/belfastDistance>                       | 3              | 3      |
| <http://dbpedia.org/property/areaRuralKm>                           | 3              | 9      |
| <http://dbpedia.org/property/temperatureLowC>                       | 3              | 115    |
| <http://dbpedia.org/property/politicalGroups>                       | 3              | 35     |
| <http://dbpedia.org/property/langs>                                 | 3              | 8      |
| <http://dbpedia.org/property/nativenameR>                           | 3              | 5      |
| <http://dbpedia.org/ontology/runtime>                               | 3              | 3      |
| <http://dbpedia.org/ontology/sourceConfluenceRegion>                | 2              | 4      |
| <http://dbpedia.org/property/agency>                                | 2              | 3      |
| <http://dbpedia.org/property/company>                               | 2              | 12     |
| <http://dbpedia.org/property/design>                                | 2              | 2      |
| <http://dbpedia.org/ontology/governmentCountry>                     | 2              | 18     |
| <http://dbpedia.org/property/complete>                              | 2              | 2      |
| <http://dbpedia.org/ontology/distanceToCharingCross>                | 2              | 3      |
| <http://dbpedia.org/property/capitalRegion>                         | 2              | 18     |
| <http://dbpedia.org/ontology/floorCount>                            | 2              | 2      |
| <http://dbpedia.org/ontology/languageFamily>                        | 2              | 4      |
| <http://dbpedia.org/property/pop2010census>                         | 2              | 2      |
| <http://dbpedia.org/property/constructionStartDate>                 | 2              | 2      |
| <http://dbpedia.org/property/amt>                                   | 2              | 3      |
| <http://dbpedia.org/ontology/spokenIn>                              | 2              | 11     |
| <http://dbpedia.org/property/shoreKm>                               | 2              | 50     |
| <http://dbpedia.org/property/status>                                | 2              | 2      |
| <http://dbpedia.org/property/genre>                                 | 2              | 3      |
| <http://dbpedia.org/property/lakeName>                              | 2              | 2      |
| <http://dbpedia.org/property/sourceConfluenceElevationImperial>     | 2              | 3      |
| <http://dbpedia.org/property/managementBody>                        | 2              | 2      |
| <http://dbpedia.org/property/material>                              | 2              | 3      |
| <http://dbpedia.org/ontology/subdivisions>                          | 2              | 15     |
| <http://dbpedia.org/property/demolitionDate>                        | 2              | 2      |
| <http://dbpedia.org/property/governmentCountry>                     | 2              | 18     |
| <http://dbpedia.org/property/japanesename>                          | 2              | 2      |
| <http://dbpedia.org/property/charingxDistanceMi>                    | 2              | 3      |
| <http://dbpedia.org/ontology/religion>                              | 2              | 6      |
| <http://dbpedia.org/ontology/highestMountain>                       | 2              | 4      |
| <http://dbpedia.org/property/ruName>                                | 2              | 2      |
| <http://dbpedia.org/property/constructionBegan>                     | 2              | 2      |
| <http://dbpedia.org/ontology/distributor>                           | 2              | 2      |
| <http://dbpedia.org/property/sourceConfluenceRegion>                | 2              | 4      |
| <http://dbpedia.org/property/managementElevation>                   | 2              | 18     |
| <http://dbpedia.org/property/iso>                                   | 2              | 2      |
| <http://dbpedia.org/ontology/publiclyAccessible>                    | 2              | 2      |
| <http://dbpedia.org/property/parentPeak>                            | 2              | 2      |
| <http://dbpedia.org/property/verwaltungsgemeinschaft>               | 2              | 2      |
| <http://dbpedia.org/property/populationDensity>                     | 2              | 9      |
| <http://dbpedia.org/property/mouthElevationFt>                      | 2              | 2      |
| <http://dbpedia.org/ontology/parentMountainPeak>                    | 2              | 2      |
| <http://dbpedia.org/property/director>                              | 2              | 2      |
| <http://dbpedia.org/property/public>                                | 2              | 2      |
| <http://dbpedia.org/ontology/releaseDate>                           | 2              | 2      |
| <http://dbpedia.org/ontology/lake>                                  | 2              | 2      |
| <http://dbpedia.org/property/enName>                                | 2              | 2      |
| <http://dbpedia.org/ontology/openingDate>                           | 2              | 2      |
| <http://dbpedia.org/property/currentTenants>                        | 2              | 2      |
| <http://dbpedia.org/ontology/buildingStartYear>                     | 2              | 2      |
| <http://dbpedia.org/property/meetingPlace>                          | 2              | 4      |
| <http://dbpedia.org/property/partOf>                                | 2              | 41     |
| <http://dbpedia.org/ontology/firstAscentPerson>                     | 2              | 10     |
| <http://dbpedia.org/property/spans>                                 | 2              | 2      |
| <http://dbpedia.org/property/elevationmax>                          | 2              | 5      |
| <http://dbpedia.org/ontology/iso6393Code>                           | 2              | 2      |
| <http://dbpedia.org/ontology/numberOfSpans>                         | 2              | 2      |
| <http://dbpedia.org/ontology/status>                                | 2              | 7      |
| <http://dbpedia.org/property/twin9Country>                          | 2              | 2      |
| <http://dbpedia.org/ontology/administrativeCollectivity>            | 2              | 2      |
| <http://dbpedia.org/ontology/company>                               | 2              | 12     |
| <http://dbpedia.org/property/faa>                                   | 2              | 2      |
| <http://dbpedia.org/property/subdivisions>                          | 2              | 15     |
| <http://dbpedia.org/property/fam>                                   | 2              | 4      |
| <http://dbpedia.org/property/visitationYear>                        | 2              | 2      |
| <http://dbpedia.org/property/altunosp>                              | 2              | 6      |
| <http://dbpedia.org/property/election>                              | 2              | 2      |
| <http://dbpedia.org/property/damCrosses>                            | 2              | 2      |
| <http://dbpedia.org/property/londonDistanceKm>                      | 2              | 4      |
| <http://dbpedia.org/property/highestElevationImperial>              | 2              | 2      |
| <http://dbpedia.org/ontology/populationPlace>                       | 2              | 3      |
| <http://dbpedia.org/ontology/director>                              | 2              | 2      |
| <http://dbpedia.org/property/opening>                               | 2              | 2      |
| <http://dbpedia.org/ontology/numberOfVisitorsAsOf>                  | 2              | 2      |
| <http://dbpedia.org/ontology/capitalRegion>                         | 2              | 18     |
| <http://dbpedia.org/ontology/managementElevation>                   | 2              | 18     |
| <http://dbpedia.org/ontology/managementPosition>                    | 2              | 18     |
| <http://dbpedia.org/property/lastElection>                          | 2              | 29     |
| <http://dbpedia.org/property/distributor>                           | 2              | 2      |
| <http://dbpedia.org/property/manxShedding>                          | 1              | 1      |
| <http://dbpedia.org/ontology/averageDepthQuote>                     | 1              | 1      |
| <http://dbpedia.org/property/widthImperial>                         | 1              | 1      |
| <http://dbpedia.org/property/numberOfRooms>                         | 1              | 1      |
| <http://dbpedia.org/ontology/volumeQuote>                           | 1              | 1      |
| <http://dbpedia.org/ontology/congressionalDistrict>                 | 1              | 2      |
| <http://dbpedia.org/property/prominence>                            | 1              | 1      |
| <http://dbpedia.org/ontology/jointCommunity>                        | 1              | 1      |
| <http://dbpedia.org/ontology/description>                           | 1              | 1      |
| <http://dbpedia.org/property/ownerOper>                             | 1              | 1      |
| <http://dbpedia.org/ontology/subsequentWork>                        | 1              | 1      |
| <http://dbpedia.org/property/samtgemeinde>                          | 1              | 1      |
| <http://dbpedia.org/ontology/series>                                | 1              | 1      |
| <http://dbpedia.org/ontology/dateConstruction>                      | 1              | 11     |
| <http://dbpedia.org/property/followedBy>                            | 1              | 1      |
| <http://dbpedia.org/property/designer>                              | 1              | 1      |
| <http://dbpedia.org/property/externalLink>                          | 1              | 1      |
| <http://dbpedia.org/property/start>                                 | 1              | 11     |
| <http://dbpedia.org/ontology/musicComposer>                         | 1              | 1      |
| <http://dbpedia.org/ontology/numberOfPages>                         | 1              | 1      |
| <http://dbpedia.org/property/editing>                               | 1              | 2      |
| <http://dbpedia.org/ontology/routeJunction>                         | 1              | 2      |
| <http://dbpedia.org/property/floorCount>                            | 1              | 1      |
| <http://dbpedia.org/property/states>                                | 1              | 1      |
| <http://dbpedia.org/property/commissioned>                          | 1              | 1      |
| <http://dbpedia.org/property/etymology>                             | 1              | 1      |
| <http://dbpedia.org/property/numberOfRestaurants>                   | 1              | 1      |
| <http://dbpedia.org/property/designatedOther1Name>                  | 1              | 1      |
| <http://dbpedia.org/ontology/endPoint>                              | 1              | 22     |
| <http://dbpedia.org/ontology/class>                                 | 1              | 1      |
| <http://dbpedia.org/property/dublinDistanceMi>                      | 1              | 2      |
| <http://dbpedia.org/ontology/mainspan>                              | 1              | 1      |
| <http://dbpedia.org/property/coverArtist>                           | 1              | 1      |
| <http://dbpedia.org/property/pictureFormat>                         | 1              | 1      |
| <http://dbpedia.org/property/withinMunicipality>                    | 1              | 1      |
| <http://dbpedia.org/property/publisher>                             | 1              | 1      |
| <http://dbpedia.org/property/released>                              | 1              | 1      |
| <http://dbpedia.org/property/firstAired>                            | 1              | 1      |
| <http://dbpedia.org/property/latin>                                 | 1              | 1      |
| <http://dbpedia.org/property/producer>                              | 1              | 3      |
| <http://dbpedia.org/ontology/kingdom>                               | 1              | 1      |
| <http://dbpedia.org/property/prisonName>                            | 1              | 2      |
| <http://dbpedia.org/property/temperatureLow>                        | 1              | 10     |
| <http://dbpedia.org/ontology/capitalPlace>                          | 1              | 16     |
| <http://dbpedia.org/property/psElectricalCapacity>                  | 1              | 1      |
| <http://dbpedia.org/property/jurisdiction>                          | 1              | 1      |
| <http://dbpedia.org/ontology/crownDependency>                       | 1              | 1      |
| <http://dbpedia.org/ontology/dateCompleted>                         | 1              | 11     |
| <http://rdvocab.info/RDARelationshipsWEMI/manifestationOfWork>      | 1              | 249    |
| <http://dbpedia.org/property/creator>                               | 1              | 1      |
| <http://dbpedia.org/property/end>                                   | 1              | 22     |
| <http://dbpedia.org/property/isbn>                                  | 1              | 1      |
| <http://dbpedia.org/ontology/orogeny>                               | 1              | 1      |
| <http://dbpedia.org/property/lowestState>                           | 1              | 1      |
| <http://dbpedia.org/property/sourceConfluenceState>                 | 1              | 2      |
| <http://dbpedia.org/property/lastAired>                             | 1              | 1      |
| <http://dbpedia.org/property/numEpisodes>                           | 1              | 1      |
| <http://dbpedia.org/ontology/writer>                                | 1              | 4      |
| <http://dbpedia.org/property/author>                                | 1              | 1      |
| <http://dbpedia.org/property/plantCapacity>                         | 1              | 1      |
| <http://dbpedia.org/property/shoppingMallName>                      | 1              | 1      |
| <http://dbpedia.org/ontology/imdbId>                                | 1              | 1      |
| <http://dbpedia.org/ontology/order>                                 | 1              | 1      |
| <http://dbpedia.org/property/chain>                                 | 1              | 1      |
| <http://dbpedia.org/ontology/chain>                                 | 1              | 1      |
| <http://dbpedia.org/ontology/startPoint>                            | 1              | 11     |
| <http://dbpedia.org/ontology/widthQuote>                            | 1              | 25     |
| <http://dbpedia.org/ontology/maximumDepthQuote>                     | 1              | 1      |
| <http://dbpedia.org/property/engineer>                              | 1              | 6      |
| <http://dbpedia.org/property/phylum>                                | 1              | 1      |
| <http://dbpedia.org/property/plantType>                             | 1              | 1      |
| <http://dbpedia.org/ontology/gross>                                 | 1              | 1      |
| <http://dbpedia.org/ontology/access>                                | 1              | 1      |
| <http://dbpedia.org/ontology/publisher>                             | 1              | 1      |
| <http://dbpedia.org/ontology/sourceConfluenceState>                 | 1              | 2      |
| <http://dbpedia.org/property/style>                                 | 1              | 1      |
| <http://dbpedia.org/property/access>                                | 1              | 1      |
| <http://dbpedia.org/property/dateComp>                              | 1              | 11     |
| <http://dbpedia.org/property/visitation>                            | 1              | 1      |
| <http://dbpedia.org/ontology/numberOfEpisodes>                      | 1              | 1      |
| <http://dbpedia.org/ontology/visitorsPerYear>                       | 1              | 1      |
| <http://dbpedia.org/property/floors>                                | 1              | 1      |
| <http://dbpedia.org/property/temperatureHigh>                       | 1              | 10     |
| <http://dbpedia.org/property/dateUse>                               | 1              | 2      |
| <http://dbpedia.org/property/series>                                | 1              | 1      |
| <http://dbpedia.org/ontology/jurisdiction>                          | 1              | 1      |
| <http://dbpedia.org/ontology/areaQuote>                             | 1              | 1      |
| <http://dbpedia.org/ontology/family>                                | 1              | 1      |
| <http://dbpedia.org/ontology/bridgeCarries>                         | 1              | 1      |
| <http://dbpedia.org/property/regnum>                                | 1              | 1      |
| <http://dbpedia.org/ontology/phylum>                                | 1              | 1      |
| <http://dbpedia.org/ontology/formerName>                            | 1              | 1      |
| <http://dbpedia.org/ontology/editing>                               | 1              | 2      |
| <http://dbpedia.org/property/capitalCountry>                        | 1              | 2      |
| <http://dbpedia.org/ontology/sheading>                              | 1              | 1      |
| <http://dbpedia.org/property/demolished>                            | 1              | 1      |
| <http://dbpedia.org/ontology/coverArtist>                           | 1              | 1      |
| <http://dbpedia.org/property/inaugurationDate>                      | 1              | 1      |
| <http://dbpedia.org/ontology/genre>                                 | 1              | 2      |
| <http://dbpedia.org/ontology/completionDate>                        | 1              | 1      |
| <http://dbpedia.org/property/dischargeAverageImperial>              | 1              | 1      |
| <http://dbpedia.org/property/carries>                               | 1              | 1      |
| <http://dbpedia.org/property/opentheme>                             | 1              | 1      |
| <http://dbpedia.org/property/monumentName>                          | 1              | 1      |
| <http://dbpedia.org/property/populationDate>                        | 1              | 4      |
| <http://dbpedia.org/property/bürgermeister>                         | 1              | 2      |
| <http://dbpedia.org/ontology/cinematography>                        | 1              | 1      |
| <http://dbpedia.org/property/familia>                               | 1              | 1      |
| <http://dbpedia.org/ontology/budget>                                | 1              | 1      |
| <http://dbpedia.org/ontology/isbn>                                  | 1              | 1      |
| <http://dbpedia.org/ontology/routeEnd>                              | 1              | 1      |
| <http://dbpedia.org/property/damType>                               | 1              | 1      |
| <http://dbpedia.org/property/music>                                 | 1              | 1      |
| <http://dbpedia.org/property/classis>                               | 1              | 1      |
| <http://dbpedia.org/ontology/previousWork>                          | 1              | 1      |
| <http://dbpedia.org/ontology/installedCapacity>                     | 1              | 1      |
| <http://dbpedia.org/ontology/numberOfRooms>                         | 1              | 1      |
| <http://dbpedia.org/property/cinematography>                        | 1              | 1      |
| <http://dbpedia.org/property/regions>                               | 1              | 1      |
| <http://xmlns.com/foaf/0.1/page>                                    | 1              | 1      |
| <http://dbpedia.org/ontology/creator>                               | 1              | 1      |
| <http://dbpedia.org/property/terminusB>                             | 1              | 1      |
| <http://dbpedia.org/property/capitalLocation>                       | 1              | 16     |
| <http://dbpedia.org/property/nameOfficial>                          | 1              | 1      |
| <http://dbpedia.org/property/mainspan>                              | 1              | 1      |
| <http://dbpedia.org/ontology/author>                                | 1              | 1      |
| <http://dbpedia.org/property/popplace>                              | 1              | 1      |
| <http://dbpedia.org/ontology/borough>                               | 1              | 2      |
