-------------------------------------------------------------------------------------------------
| yProperty                                                           | yCountDistinct | yCount |
| <http://dbpedia.org/property/architecturalStyle>                    | 7              | 15     |
| <http://dbpedia.org/property/twin2Country>                          | 7              | 17     |
| <http://dbpedia.org/ontology/maximumDepth>                          | 7              | 7      |
| <http://dbpedia.org/property/year>                                  | 7              | 41     |
| <http://dbpedia.org/ontology/numberOfRestaurants>                   | 7              | 8      |
| <http://dbpedia.org/property/twintowns>                             | 7              | 21     |
| <http://dbpedia.org/ontology/dissolutionDate>                       | 7              | 53     |
| <http://dbpedia.org/ontology/Infrastructure/length>                 | 6              | 8      |
| <http://dbpedia.org/ontology/mouthCountry>                          | 6              | 11     |
| <http://dbpedia.org/ontology/distanceToCharingCross>                | 6              | 8      |
| <http://dbpedia.org/ontology/numberOfVisitors>                      | 6              | 10     |
| <http://dbpedia.org/property/divisions>                             | 6              | 23     |
| <http://dbpedia.org/property/iucnCategory>                          | 6              | 7      |
| <http://dbpedia.org/ontology/soundRecording>                        | 6              | 2660   |
| <http://dbpedia.org/property/inflow>                                | 6              | 6      |
| <http://dbpedia.org/property/mouthCountry>                          | 6              | 11     |
| <http://dbpedia.org/property/localName>                             | 6              | 13     |
| <http://dbpedia.org/property/charingxDistanceMi>                    | 6              | 8      |
| <http://dbpedia.org/property/height>                                | 6              | 16     |
| <http://dbpedia.org/property/cities>                                | 6              | 9      |
| <http://dbpedia.org/ontology/largestSettlement>                     | 6              | 64     |
| <http://dbpedia.org/ontology/width>                                 | 6              | 6      |
| <http://dbpedia.org/property/buildingType>                          | 6              | 10     |
| <http://dbpedia.org/property/populationDensityMetroSqMi>            | 6              | 11     |
| <http://dbpedia.org/property/filename>                              | 6              | 2660   |
| <http://dbpedia.org/ontology/division>                              | 6              | 23     |
| <http://dbpedia.org/ontology/routeEnd>                              | 6              | 10     |
| <http://dbpedia.org/property/censusYr>                              | 6              | 9      |
| <http://dbpedia.org/property/royalAnthem>                           | 6              | 397    |
| <http://dbpedia.org/property/terminusB>                             | 6              | 8      |
| <http://dbpedia.org/property/largestSettlement>                     | 6              | 64     |
| <http://dbpedia.org/property/venue>                                 | 6              | 7      |
| <http://dbpedia.org/ontology/sourceRegion>                          | 6              | 8      |
| <http://dbpedia.org/property/sourceRegion>                          | 6              | 7      |
| <http://dbpedia.org/property/title>                                 | 6              | 2660   |
| <http://dbpedia.org/ontology/iucnCategory>                          | 6              | 7      |
| <http://dbpedia.org/property/popUrban>                              | 5              | 33     |
| <http://dbpedia.org/property/lieutenancyWales>                      | 5              | 6      |
| <http://dbpedia.org/property/sourceName>                            | 5              | 9      |
| <http://dbpedia.org/property/part>                                  | 5              | 11     |
| <http://dbpedia.org/property/constructionStartDate>                 | 5              | 6      |
| <http://dbpedia.org/ontology/volume>                                | 5              | 5      |
| <http://dbpedia.org/property/edinburghDistance>                     | 5              | 10     |
| <http://dbpedia.org/property/vorwahl>                               | 5              | 131    |
| <http://dbpedia.org/property/unitaryWales>                          | 5              | 6      |
| <http://dbpedia.org/property/governmentElevation>                   | 5              | 10     |
| <http://dbpedia.org/ontology/mouthRegion>                           | 5              | 6      |
| <http://dbpedia.org/ontology/populationRural>                       | 5              | 6      |
| <http://dbpedia.org/property/plz>                                   | 5              | 131    |
| <http://dbpedia.org/property/lengthKm>                              | 5              | 10     |
| <http://dbpedia.org/property/popofyear>                             | 5              | 8      |
| <http://dbpedia.org/ontology/routeStart>                            | 5              | 10     |
| <http://dbpedia.org/property/mouthRegion>                           | 5              | 5      |
| <http://dbpedia.org/property/populationRural>                       | 5              | 6      |
| <http://dbpedia.org/property/governmentRegion>                      | 4              | 9      |
| <http://dbpedia.org/ontology/developer>                             | 4              | 6      |
| <http://dbpedia.org/ontology/lowestMountain>                        | 4              | 10     |
| <http://dbpedia.org/ontology/Lake/volume>                           | 4              | 4      |
| <http://dbpedia.org/ontology/Stream/maximumDischarge>               | 4              | 6      |
| <http://dbpedia.org/ontology/areaRural>                             | 4              | 17     |
| <http://dbpedia.org/ontology/routeJunction>                         | 4              | 39     |
| <http://dbpedia.org/property/description>                           | 4              | 204    |
| <http://dbpedia.org/ontology/isPartOfName>                          | 4              | 7      |
| <http://dbpedia.org/ontology/routeStartDirection>                   | 4              | 6      |
| <http://dbpedia.org/property/directionA>                            | 4              | 6      |
| <http://dbpedia.org/property/mouth>                                 | 4              | 5      |
| <http://dbpedia.org/ontology/discharge>                             | 4              | 4      |
| <http://dbpedia.org/ontology/municipality>                          | 4              | 11     |
| <http://dbpedia.org/property/length>                                | 4              | 4      |
| <http://dbpedia.org/property/populationDensity>                     | 4              | 19     |
| <http://dbpedia.org/property/welshName>                             | 4              | 5      |
| <http://dbpedia.org/ontology/capitalPosition>                       | 4              | 5      |
| <http://dbpedia.org/property/highestRegion>                         | 4              | 9      |
| <http://dbpedia.org/ontology/highestRegion>                         | 4              | 9      |
| <http://dbpedia.org/property/developer>                             | 4              | 4      |
| <http://dbpedia.org/property/lowestLocation>                        | 4              | 9      |
| <http://dbpedia.org/property/londonDistanceMi>                      | 4              | 16     |
| <http://dbpedia.org/property/municipality>                          | 4              | 11     |
| <http://dbpedia.org/property/dischargeMax>                          | 4              | 6      |
| <http://dbpedia.org/property/censusEstimateYr>                      | 4              | 7      |
| <http://dbpedia.org/property/directionB>                            | 4              | 6      |
| <http://dbpedia.org/property/language>                              | 4              | 38     |
| <http://dbpedia.org/ontology/maximumDischarge>                      | 4              | 6      |
| <http://dbpedia.org/property/source>                                | 4              | 5      |
| <http://dbpedia.org/property/twin3Country>                          | 4              | 13     |
| <http://dbpedia.org/property/discharge>                             | 4              | 4      |
| <http://dbpedia.org/ontology/governmentRegion>                      | 4              | 9      |
| <http://dbpedia.org/property/terminusA>                             | 4              | 7      |
| <http://dbpedia.org/ontology/Stream/discharge>                      | 4              | 4      |
| <http://dbpedia.org/property/areaRuralKm>                           | 4              | 17     |
| <http://dbpedia.org/property/irishName>                             | 4              | 11     |
| <http://dbpedia.org/property/mouthElevationImperial>                | 4              | 13     |
| <http://dbpedia.org/ontology/routeEndDirection>                     | 4              | 6      |
| <http://dbpedia.org/property/lengthMi>                              | 3              | 5      |
| <http://dbpedia.org/ontology/reopeningYear>                         | 3              | 4      |
| <http://dbpedia.org/property/lieutenancyNorthernIreland>            | 3              | 4      |
| <http://dbpedia.org/ontology/county>                                | 3              | 4      |
| <http://dbpedia.org/ontology/maintainedBy>                          | 3              | 4      |
| <http://dbpedia.org/property/elevationMin>                          | 3              | 6      |
| <http://dbpedia.org/property/einwohner>                             | 3              | 21     |
| <http://dbpedia.org/property/r4LengthF>                             | 3              | 3      |
| <http://dbpedia.org/property/highestM>                              | 3              | 12     |
| <http://dbpedia.org/property/höhe>                                  | 3              | 21     |
| <http://dbpedia.org/property/totalIslands>                          | 3              | 8      |
| <http://dbpedia.org/property/r4Surface>                             | 3              | 3      |
| <http://dbpedia.org/property/alternateName>                         | 3              | 6      |
| <http://dbpedia.org/property/lakeType>                              | 3              | 3      |
| <http://dbpedia.org/ontology/subdivisions>                          | 3              | 92     |
| <http://dbpedia.org/ontology/numberOfIslands>                       | 3              | 8      |
| <http://dbpedia.org/property/populationDensityUrbanSqMi>            | 3              | 89     |
| <http://dbpedia.org/property/japanesename>                          | 3              | 7      |
| <http://dbpedia.org/property/dischargeMin>                          | 3              | 5      |
| <http://dbpedia.org/property/parking>                               | 3              | 4      |
| <http://dbpedia.org/property/web>                                   | 3              | 3      |
| <http://dbpedia.org/property/capitalElevation>                      | 3              | 4      |
| <http://dbpedia.org/property/nameLocal>                             | 3              | 6      |
| <http://dbpedia.org/property/nativenameA>                           | 3              | 3      |
| <http://dbpedia.org/property/highestState>                          | 3              | 11     |
| <http://dbpedia.org/property/r4Number>                              | 3              | 3      |
| <http://dbpedia.org/property/lowestM>                               | 3              | 12     |
| <http://dbpedia.org/ontology/locatedInArea>                         | 3              | 8      |
| <http://dbpedia.org/property/partei>                                | 3              | 21     |
| <http://dbpedia.org/property/bezirk>                                | 3              | 21     |
| <http://dbpedia.org/ontology/Stream/minimumDischarge>               | 3              | 5      |
| <http://dbpedia.org/property/inaugurationDate>                      | 3              | 5      |
| <http://dbpedia.org/property/outflow>                               | 3              | 3      |
| <http://dbpedia.org/property/visitors>                              | 3              | 5      |
| <http://dbpedia.org/property/reopened>                              | 3              | 4      |
| <http://dbpedia.org/property/densityKm>                             | 3              | 6      |
| <http://dbpedia.org/property/visitationNum>                         | 3              | 4      |
| <http://dbpedia.org/property/foundedYear>                           | 3              | 3      |
| <http://dbpedia.org/property/unitaryNorthernIreland>                | 3              | 4      |
| <http://dbpedia.org/ontology/outflow>                               | 3              | 3      |
| <http://dbpedia.org/property/volume>                                | 3              | 3      |
| <http://dbpedia.org/property/subdivisions>                          | 3              | 92     |
| <http://dbpedia.org/property/municipalityType>                      | 3              | 3      |
| <http://dbpedia.org/property/maint>                                 | 3              | 4      |
| <http://dbpedia.org/ontology/picture>                               | 3              | 6      |
| <http://dbpedia.org/ontology/minimumDischarge>                      | 3              | 5      |
| <http://dbpedia.org/property/elevationMax>                          | 3              | 6      |
| <http://dbpedia.org/property/fläche>                                | 3              | 21     |
| <http://dbpedia.org/property/junction>                              | 3              | 30     |
| <http://dbpedia.org/property/nativenameR>                           | 3              | 3      |
| <http://dbpedia.org/ontology/capitalElevation>                      | 3              | 4      |
| <http://dbpedia.org/property/members>                               | 2              | 3      |
| <http://dbpedia.org/property/areaMetro>                             | 2              | 4      |
| <http://dbpedia.org/ontology/firstAscentYear>                       | 2              | 3      |
| <http://dbpedia.org/property/ownerOper>                             | 2              | 2      |
| <http://dbpedia.org/ontology/prominence>                            | 2              | 2      |
| <http://dbpedia.org/ontology/distanceToBelfast>                     | 2              | 2      |
| <http://dbpedia.org/ontology/governmentCountry>                     | 2              | 2      |
| <http://dbpedia.org/property/firstAscent>                           | 2              | 4      |
| <http://dbpedia.org/ontology/shoreLength>                           | 2              | 2      |
| <http://dbpedia.org/property/roadName>                              | 2              | 2      |
| <http://dbpedia.org/property/externalLink>                          | 2              | 12     |
| <http://dbpedia.org/property/capitalRegion>                         | 2              | 2      |
| <http://dbpedia.org/ontology/endDate>                               | 2              | 2      |
| <http://dbpedia.org/property/border>                                | 2              | 2      |
| <http://dbpedia.org/property/popEstAsOf>                            | 2              | 49     |
| <http://dbpedia.org/property/governmentLocation>                    | 2              | 4      |
| <http://dbpedia.org/property/governmentCountry>                     | 2              | 2      |
| <http://dbpedia.org/ontology/Lake/shoreLength>                      | 2              | 2      |
| <http://dbpedia.org/ontology/wikiPageDisambiguates>                 | 2              | 14     |
| <http://dbpedia.org/property/org>                                   | 2              | 2      |
| <http://dbpedia.org/ontology/cityType>                              | 2              | 2      |
| <http://dbpedia.org/ontology/majorIsland>                           | 2              | 23     |
| <http://dbpedia.org/ontology/numberOfParkingSpaces>                 | 2              | 3      |
| <http://dbpedia.org/property/style>                                 | 2              | 4      |
| <http://dbpedia.org/property/managementElevation>                   | 2              | 2      |
| <http://dbpedia.org/property/topo>                                  | 2              | 3      |
| <http://dbpedia.org/property/governmentElevationImperial>           | 2              | 6      |
| <http://dbpedia.org/property/period>                                | 2              | 3      |
| <http://dbpedia.org/ontology/currentlyUsedFor>                      | 2              | 5      |
| <http://dbpedia.org/property/countries>                             | 2              | 2      |
| <http://dbpedia.org/ontology/operatedBy>                            | 2              | 3      |
| <http://dbpedia.org/property/rivers>                                | 2              | 4      |
| <http://dbpedia.org/property/r4LengthM>                             | 2              | 2      |
| <http://dbpedia.org/property/twin6Country>                          | 2              | 4      |
| <http://dbpedia.org/property/director>                              | 2              | 2      |
| <http://umbel.org/umbel#isLike>                                     | 2              | 14     |
| <http://dbpedia.org/property/currentuse>                            | 2              | 5      |
| <http://dbpedia.org/property/currentTenants>                        | 2              | 2      |
| <http://dbpedia.org/ontology/lowestPosition>                        | 2              | 4      |
| <http://dbpedia.org/ontology/mountainRange>                         | 2              | 4      |
| <http://dbpedia.org/ontology/governmentPlace>                       | 2              | 4      |
| <http://xmlns.com/foaf/0.1/page>                                    | 2              | 2      |
| <http://dbpedia.org/property/islands>                               | 2              | 5      |
| <http://dbpedia.org/property/twin4Country>                          | 2              | 4      |
| <http://dbpedia.org/ontology/owningOrganisation>                    | 2              | 2      |
| <http://dbpedia.org/ontology/governmentMountain>                    | 2              | 4      |
| <http://dbpedia.org/property/range>                                 | 2              | 4      |
| <http://dbpedia.org/ontology/nationalTopographicSystemMapNumber>    | 2              | 3      |
| <http://dbpedia.org/property/builder>                               | 2              | 2      |
| <http://dbpedia.org/property/highestLocation>                       | 2              | 2      |
| <http://dbpedia.org/property/election>                              | 2              | 3      |
| <http://dbpedia.org/ontology/highestState>                          | 2              | 10     |
| <http://dbpedia.org/property/majorIslands>                          | 2              | 24     |
| <http://dbpedia.org/ontology/island>                                | 2              | 6      |
| <http://dbpedia.org/property/lengthImperial>                        | 2              | 2      |
| <http://dbpedia.org/ontology/border>                                | 2              | 2      |
| <http://dbpedia.org/property/cityType>                              | 2              | 2      |
| <http://dbpedia.org/ontology/director>                              | 2              | 2      |
| <http://dbpedia.org/property/opening>                               | 2              | 2      |
| <http://dbpedia.org/property/last>                                  | 2              | 2      |
| <http://dbpedia.org/property/belfastDistance>                       | 2              | 2      |
| <http://dbpedia.org/ontology/organisation>                          | 2              | 2      |
| <http://dbpedia.org/property/politicalGroups>                       | 2              | 13     |
| <http://dbpedia.org/ontology/capitalRegion>                         | 2              | 2      |
| <http://dbpedia.org/ontology/managementElevation>                   | 2              | 2      |
| <http://dbpedia.org/ontology/managementPosition>                    | 2              | 2      |
| <http://dbpedia.org/property/lastElection>                          | 2              | 13     |
| <http://dbpedia.org/property/manxShedding>                          | 1              | 1      |
| <http://dbpedia.org/ontology/neighbourConstellations>               | 1              | 7      |
| <http://dbpedia.org/property/bordering>                             | 1              | 7      |
| <http://dbpedia.org/property/group>                                 | 1              | 3      |
| <http://dbpedia.org/property/biome>                                 | 1              | 1      |
| <http://dbpedia.org/property/owned>                                 | 1              | 1      |
| <http://dbpedia.org/property/depthM>                                | 1              | 1      |
| <http://dbpedia.org/property/prominence>                            | 1              | 1      |
| <http://dbpedia.org/property/currentChampion>                       | 1              | 1      |
| <http://dbpedia.org/ontology/stationStructure>                      | 1              | 1      |
| <http://dbpedia.org/property/tenant>                                | 1              | 1      |
| <http://dbpedia.org/property/popyear>                               | 1              | 1      |
| <http://dbpedia.org/property/depth>                                 | 1              | 1      |
| <http://dbpedia.org/ontology/otherName>                             | 1              | 1      |
| <http://dbpedia.org/property/awards>                                | 1              | 4      |
| <http://dbpedia.org/ontology/award>                                 | 1              | 2      |
| <http://dbpedia.org/property/passYear>                              | 1              | 1      |
| <http://dbpedia.org/ontology/parkingInformation>                    | 1              | 1      |
| <http://dbpedia.org/property/postal2Code>                           | 1              | 2      |
| <http://dbpedia.org/property/pastor>                                | 1              | 1      |
| <http://dbpedia.org/property/structure>                             | 1              | 1      |
| <http://dbpedia.org/ontology/administrativeDistrict>                | 1              | 1      |
| <http://dbpedia.org/ontology/champion>                              | 1              | 1      |
| <http://dbpedia.org/property/riverName>                             | 1              | 1      |
| <http://dbpedia.org/property/designatedOther1Name>                  | 1              | 1      |
| <http://dbpedia.org/property/bundesland>                            | 1              | 7      |
| <http://dbpedia.org/ontology/associationOfLocalGovernment>          | 1              | 44     |
| <http://dbpedia.org/ontology/commander>                             | 1              | 2      |
| <http://dbpedia.org/ontology/month>                                 | 1              | 1      |
| <http://dbpedia.org/property/status>                                | 1              | 1      |
| <http://dbpedia.org/property/prominenceFt>                          | 1              | 1      |
| <http://dbpedia.org/property/areaSqmi>                              | 1              | 1      |
| <http://dbpedia.org/property/commander>                             | 1              | 2      |
| <http://dbpedia.org/property/width>                                 | 1              | 1      |
| <http://dbpedia.org/property/source1Location>                       | 1              | 1      |
| <http://dbpedia.org/property/line>                                  | 1              | 1      |
| <http://dbpedia.org/ontology/map>                                   | 1              | 43     |
| <http://dbpedia.org/property/material>                              | 1              | 2      |
| <http://dbpedia.org/ontology/capitalPlace>                          | 1              | 1      |
| <http://dbpedia.org/ontology/crownDependency>                       | 1              | 1      |
| <http://dbpedia.org/ontology/yearOfElectrification>                 | 1              | 1      |
| <http://dbpedia.org/property/month>                                 | 1              | 1      |
| <http://rdvocab.info/RDARelationshipsWEMI/manifestationOfWork>      | 1              | 336    |
| <http://dbpedia.org/property/twin8Country>                          | 1              | 2      |
| <http://dbpedia.org/property/ownership>                             | 1              | 1      |
| <http://dbpedia.org/property/maxDepth>                              | 1              | 1      |
| <http://dbpedia.org/ontology/areaOfCatchment>                       | 1              | 1      |
| <http://dbpedia.org/property/est>                                   | 1              | 1      |
| <http://dbpedia.org/ontology/religion>                              | 1              | 3      |
| <http://dbpedia.org/property/imageMap>                              | 1              | 43     |
| <http://dbpedia.org/property/used>                                  | 1              | 4      |
| <http://dbpedia.org/ontology/highestMountain>                       | 1              | 3      |
| <http://dbpedia.org/property/rebuilt>                               | 1              | 1      |
| <http://dbpedia.org/ontology/widthQuote>                            | 1              | 1      |
| <http://dbpedia.org/ontology/geologicPeriod>                        | 1              | 2      |
| <http://dbpedia.org/property/constituencyManxParliament>            | 1              | 4      |
| <http://dbpedia.org/ontology/access>                                | 1              | 1      |
| <http://dbpedia.org/property/oceans>                                | 1              | 1      |
| <http://dbpedia.org/property/access>                                | 1              | 1      |
| <http://dbpedia.org/ontology/servingRailwayLine>                    | 1              | 1      |
| <http://dbpedia.org/property/origin>                                | 1              | 1      |
| <http://dbpedia.org/ontology/pastor>                                | 1              | 1      |
| <http://dbpedia.org/property/dec>                                   | 1              | 1      |
| <http://dbpedia.org/property/former>                                | 1              | 1      |
| <http://dbpedia.org/ontology/publiclyAccessible>                    | 1              | 2      |
| <http://dbpedia.org/property/twin5Country>                          | 1              | 2      |
| <http://dbpedia.org/property/capitalCountry>                        | 1              | 1      |
| <http://dbpedia.org/ontology/sheading>                              | 1              | 1      |
| <http://dbpedia.org/property/verwaltungsgemeinschaft>               | 1              | 27     |
| <http://dbpedia.org/property/geology>                               | 1              | 4      |
| <http://dbpedia.org/property/lastEruption>                          | 1              | 1      |
| <http://dbpedia.org/ontology/origin>                                | 1              | 1      |
| <http://dbpedia.org/property/public>                                | 1              | 2      |
| <http://dbpedia.org/property/verbandsgemeinde>                      | 1              | 44     |
| <http://dbpedia.org/property/regbzk>                                | 1              | 1      |
| <http://dbpedia.org/property/populationDate>                        | 1              | 6      |
| <http://dbpedia.org/ontology/lake>                                  | 1              | 1      |
| <http://dbpedia.org/property/countryCapital>                        | 1              | 1      |
| <http://dbpedia.org/property/buildingName>                          | 1              | 1      |
| <http://dbpedia.org/ontology/related>                               | 1              | 6      |
| <http://dbpedia.org/property/maxDepthM>                             | 1              | 1      |
| <http://dbpedia.org/property/meetingPlace>                          | 1              | 2      |
| <http://dbpedia.org/property/source1Region>                         | 1              | 1      |
| <http://dbpedia.org/ontology/firstAscentPerson>                     | 1              | 1      |
| <http://dbpedia.org/ontology/eruptionYear>                          | 1              | 1      |
| <http://dbpedia.org/property/president>                             | 1              | 1      |
| <http://dbpedia.org/ontology/rebuildingYear>                        | 1              | 1      |
| <http://dbpedia.org/ontology/status>                                | 1              | 1      |
| <http://dbpedia.org/property/capitalLocation>                       | 1              | 1      |
| <http://dbpedia.org/property/day>                                   | 1              | 71     |
| <http://dbpedia.org/property/nameOfficial>                          | 1              | 1      |
| <http://dbpedia.org/ontology/closingYear>                           | 1              | 1      |
| <http://dbpedia.org/property/exits>                                 | 1              | 4      |
| <http://dbpedia.org/ontology/abbreviation>                          | 1              | 1      |
| <http://dbpedia.org/ontology/administrativeCollectivity>            | 1              | 81     |
| <http://dbpedia.org/property/popplace>                              | 1              | 3      |
| <http://dbpedia.org/property/founded>                               | 1              | 1      |
| <http://dbpedia.org/ontology/capitalCountry>                        | 1              | 1      |
| <http://dbpedia.org/property/rels>                                  | 1              | 3      |
| <http://dbpedia.org/property/resCatchment>                          | 1              | 1      |
| <http://dbpedia.org/property/resSurface>                            | 1              | 1      |
| <http://dbpedia.org/property/related>                               | 1              | 3      |
| <http://dbpedia.org/ontology/nrhpType>                              | 1              | 1      |
| <http://dbpedia.org/property/arname>                                | 1              | 1      |
| <http://dbpedia.org/ontology/visitorStatisticsAsOf>                 | 1              | 1      |
| <http://dbpedia.org/property/adjacentcomuni>                        | 1              | 14     |
| <http://dbpedia.org/property/cornishName>                           | 1              | 3      |
| <http://dbpedia.org/property/route>                                 | 1              | 1      |
| <http://dbpedia.org/property/sourceElevationImperial>               | 1              | 3      |
| <http://dbpedia.org/ontology/material>                              | 1              | 2      |
| <http://dbpedia.org/property/manxName>                              | 1              | 1      |
| <http://dbpedia.org/property/edinburghDistanceMi>                   | 1              | 12     |
| <http://dbpedia.org/property/crownDependency>                       | 1              | 1      |
| <http://dbpedia.org/property/abbreviation>                          | 1              | 1      |
| <http://dbpedia.org/ontology/capitalMountain>                       | 1              | 1      |
| <http://dbpedia.org/property/passengers>                            | 1              | 1      |
| <http://dbpedia.org/ontology/declination>                           | 1              | 1      |
| <http://dbpedia.org/ontology/populationPlace>                       | 1              | 3      |
| <http://dbpedia.org/property/widthKm>                               | 1              | 2      |
| <http://dbpedia.org/property/frozen>                                | 1              | 1      |
| <http://dbpedia.org/ontology/Lake/areaOfCatchment>                  | 1              | 1      |
| <http://dbpedia.org/ontology/frozen>                                | 1              | 1      |
| <http://dbpedia.org/property/damLength>                             | 1              | 1      |
| <http://dbpedia.org/property/twin7Country>                          | 1              | 2      |
| <http://dbpedia.org/property/resName>                               | 1              | 1      |
| <http://dbpedia.org/ontology/day>                                   | 1              | 71     |
| <http://dbpedia.org/property/langs>                                 | 1              | 3      |
| <http://dbpedia.org/property/libraryName>                           | 1              | 2      |
| <http://dbpedia.org/property/electrified>                           | 1              | 1      |
| <http://dbpedia.org/ontology/passengersPerYear>                     | 1              | 1      |
-------------------------------------------------------------------------------------------------
