"actors_31","actors_31","1.0"
"actors_30","actors_30","1.0"
"actors_150","actors_150","1.0"
"actors_29","actors_29","1.0"
"actors_151","actors_151","1.0"
"actors_25","actors_25","1.0"
"actors_26","actors_26","1.0"
"actors_27","actors_27","1.0"
"actors_28","actors_28","1.0"
"actors_21","actors_21","1.0"
"actors_22","actors_22","1.0"
"actors_23","actors_23","1.0"
"actors_24","actors_24","1.0"
"actors_42","actors_42","1.0"
"actors_41","actors_41","1.0"
"actors_40","actors_40","1.0"
"actors_145","actors_145","1.0"
"actors_144","actors_144","1.0"
"actors_144","actors_71","1.0"
"actors_147","actors_147","1.0"
"actors_146","actors_146","1.0"
"actors_149","actors_149","1.0"
"actors_148","actors_148","1.0"
"actors_140","actors_140","1.0"
"actors_141","actors_141","1.0"
"actors_142","actors_142","1.0"
"actors_143","actors_143","1.0"
"actors_38","actors_38","1.0"
"actors_39","actors_39","1.0"
"actors_36","actors_36","1.0"
"actors_37","actors_37","1.0"
"actors_34","actors_34","1.0"
"actors_35","actors_35","1.0"
"actors_32","actors_32","1.0"
"actors_33","actors_33","1.0"
"actors_51","actors_51","1.0"
"actors_50","actors_50","1.0"
"actors_53","actors_53","1.0"
"actors_52","actors_52","1.0"
"actors_139","actors_139","1.0"
"actors_138","actors_138","1.0"
"actors_137","actors_137","1.0"
"actors_136","actors_136","1.0"
"actors_135","actors_135","1.0"
"actors_134","actors_134","1.0"
"actors_133","actors_133","1.0"
"actors_131","actors_131","1.0"
"actors_132","actors_132","1.0"
"actors_130","actors_130","1.0"
"actors_43","actors_43","1.0"
"actors_44","actors_44","1.0"
"actors_45","actors_45","1.0"
"actors_46","actors_46","1.0"
"actors_47","actors_47","1.0"
"actors_48","actors_48","1.0"
"actors_49","actors_49","1.0"
"actors_60","actors_60","1.0"
"actors_64","actors_64","1.0"
"actors_63","actors_63","1.0"
"actors_62","actors_62","1.0"
"actors_61","actors_61","1.0"
"actors_127","actors_127","1.0"
"actors_126","actors_126","1.0"
"actors_129","actors_129","1.0"
"actors_128","actors_128","1.0"
"actors_123","actors_123","1.0"
"actors_122","actors_122","1.0"
"actors_125","actors_125","1.0"
"actors_124","actors_124","1.0"
"actors_1","actors_1","1.0"
"actors_2","actors_2","1.0"
"actors_120","actors_120","1.0"
"actors_3","actors_3","1.0"
"actors_121","actors_121","1.0"
"actors_4","actors_4","1.0"
"actors_5","actors_5","1.0"
"actors_6","actors_6","1.0"
"actors_7","actors_7","1.0"
"actors_8","actors_8","1.0"
"actors_9","actors_9","1.0"
"actors_56","actors_56","1.0"
"actors_57","actors_57","1.0"
"actors_54","actors_54","1.0"
"actors_55","actors_55","1.0"
"actors_58","actors_58","1.0"
"actors_59","actors_59","1.0"
"actors_113","actors_113","1.0"
"actors_114","actors_114","1.0"
"actors_111","actors_111","1.0"
"actors_112","actors_112","1.0"
"actors_117","actors_117","1.0"
"actors_118","actors_118","1.0"
"actors_115","actors_115","1.0"
"actors_116","actors_116","1.0"
"actors_72","actors_72","1.0"
"actors_73","actors_73","1.0"
"actors_119","actors_119","1.0"
"actors_74","actors_74","1.0"
"actors_75","actors_75","1.0"
"actors_70","actors_70","1.0"
"actors_71","actors_144","1.0"
"actors_71","actors_71","1.0"
"actors_69","actors_69","1.0"
"actors_66","actors_66","1.0"
"actors_65","actors_65","1.0"
"actors_68","actors_68","1.0"
"actors_67","actors_67","1.0"
"actors_110","actors_110","1.0"
"actors_100","actors_100","1.0"
"actors_101","actors_101","1.0"
"actors_102","actors_102","1.0"
"actors_103","actors_103","1.0"
"actors_104","actors_104","1.0"
"actors_105","actors_105","1.0"
"actors_106","actors_106","1.0"
"actors_107","actors_107","1.0"
"actors_108","actors_108","1.0"
"actors_85","actors_85","1.0"
"actors_109","actors_109","1.0"
"actors_86","actors_86","1.0"
"actors_83","actors_83","1.0"
"actors_84","actors_84","1.0"
"actors_81","actors_81","1.0"
"actors_82","actors_82","1.0"
"actors_80","actors_80","1.0"
"actors_79","actors_79","1.0"
"actors_78","actors_78","1.0"
"actors_77","actors_77","1.0"
"actors_76","actors_76","1.0"
"actors_90","actors_90","1.0"
"actors_91","actors_91","1.0"
"actors_92","actors_92","1.0"
"actors_93","actors_93","1.0"
"actors_94","actors_94","1.0"
"actors_95","actors_95","1.0"
"actors_96","actors_96","1.0"
"actors_97","actors_97","1.0"
"actors_88","actors_88","1.0"
"actors_87","actors_87","1.0"
"actors_89","actors_89","1.0"
"actors_11","actors_11","1.0"
"actors_10","actors_10","1.0"
"actors_13","actors_13","1.0"
"actors_12","actors_12","1.0"
"actors_15","actors_15","1.0"
"actors_14","actors_14","1.0"
"actors_17","actors_17","1.0"
"actors_16","actors_16","1.0"
"actors_19","actors_19","1.0"
"actors_18","actors_18","1.0"
"actors_99","actors_99","1.0"
"actors_98","actors_98","1.0"
"actors_20","actors_20","1.0"
