"event"
"http://yago-knowledge.org/resource/2014_Oso_mudslide"
"http://yago-knowledge.org/resource/Great_Fire_of_Brisbane"
"http://yago-knowledge.org/resource/LIAT_Flight_319"
"http://yago-knowledge.org/resource/O'Hare_CTA_station_train_crash"
"http://yago-knowledge.org/resource/Invasion_of_Sakhalin"
"http://yago-knowledge.org/resource/SS_Colonist_(1889)"
"http://yago-knowledge.org/resource/1996_shelling_of_Qana"
"http://yago-knowledge.org/resource/Battle_of_Khafji"
"http://yago-knowledge.org/resource/Qibya_massacre"
"http://yago-knowledge.org/resource/1959_African_Cup_of_Nations"
"http://yago-knowledge.org/resource/1962_African_Cup_of_Nations"
"http://yago-knowledge.org/resource/1973_Israeli_raid_on_Lebanon"
"http://yago-knowledge.org/resource/Battle_of_Manzikert"
"http://yago-knowledge.org/resource/Battle_of_Nasiriyah"
"http://yago-knowledge.org/resource/Battle_of_Navarino"
"http://yago-knowledge.org/resource/Battle_of_Tabouk"
"http://yago-knowledge.org/resource/Battle_of_Thermopylae"
"http://yago-knowledge.org/resource/Battle_of_Valmy"
"http://yago-knowledge.org/resource/Battle_of_Waterloo"
"http://yago-knowledge.org/resource/Battle_of_al-Harrah"
"http://yago-knowledge.org/resource/Battle_of_the_Smala"
"http://yago-knowledge.org/resource/Canal_Hotel_bombing"
"http://yago-knowledge.org/resource/Grand_Mosque_Seizure"
"http://yago-knowledge.org/resource/Simele_massacre"
"http://yago-knowledge.org/resource/Srebrenica_massacre"
"http://yago-knowledge.org/resource/2005_Sharm_el-Sheikh_attacks"
"http://yago-knowledge.org/resource/Battle_of_Maritsa"
"http://yago-knowledge.org/resource/Battle_of_Solferino"
"http://yago-knowledge.org/resource/First_Battle_of_Fallujah"
"http://yago-knowledge.org/resource/Ghriba_synagogue_bombing"
"http://yago-knowledge.org/resource/Indian_Wells_Masters"
"http://yago-knowledge.org/resource/Luxor_massacre"
"http://yago-knowledge.org/resource/Operation_Torch"
"http://yago-knowledge.org/resource/Patria_disaster"
"http://yago-knowledge.org/resource/Struma_disaster"
"http://yago-knowledge.org/resource/1933_United_Airlines_Boeing_247_mid-air_explosion"
"http://yago-knowledge.org/resource/1938_Kyeema_crash"
"http://yago-knowledge.org/resource/1948_Gatow_air_disaster"
"http://yago-knowledge.org/resource/1983_Beirut_barracks_bombing"
"http://yago-knowledge.org/resource/2008_Abu_Kamal_raid"
"http://yago-knowledge.org/resource/BOAC_Flight_777"
"http://yago-knowledge.org/resource/Battle_of_Berlin"
"http://yago-knowledge.org/resource/Battle_of_Lepanto"
"http://yago-knowledge.org/resource/Battle_of_New_Orleans"
"http://yago-knowledge.org/resource/Battle_of_the_Alamo"
"http://yago-knowledge.org/resource/Bhopal_disaster"
"http://yago-knowledge.org/resource/Eastern_Air_Lines_Flight_21"
"http://yago-knowledge.org/resource/First_mid-air_collision_of_airliners"
"http://yago-knowledge.org/resource/Goiânia_accident"
"http://yago-knowledge.org/resource/Heysel_Stadium_disaster"
"http://yago-knowledge.org/resource/Northwest_Airlines_Flight_1"
"http://yago-knowledge.org/resource/Northwest_Airlines_Flight_4422"
"http://yago-knowledge.org/resource/Omagh_bombing"
"http://yago-knowledge.org/resource/Sack_of_Rome_(1527)"
"http://yago-knowledge.org/resource/Southern_Cloud"
"http://yago-knowledge.org/resource/TWA_Flight_3"
"http://yago-knowledge.org/resource/TWA_Flight_599"
"http://yago-knowledge.org/resource/United_Airlines_Flight_608"
"http://yago-knowledge.org/resource/United_Airlines_Flight_624"
"http://yago-knowledge.org/resource/2012_Benghazi_attack"
"http://yago-knowledge.org/resource/Assassination_of_Abraham_Lincoln"
"http://yago-knowledge.org/resource/Battle_of_Halbe"
"http://yago-knowledge.org/resource/Battle_of_Narva_(1944)"
"http://yago-knowledge.org/resource/Battle_of_the_Granicus"
"http://yago-knowledge.org/resource/MT_Haven"
"http://yago-knowledge.org/resource/Red_Bull_Stratos"
"http://yago-knowledge.org/resource/Warsaw_Uprising"
"http://yago-knowledge.org/resource/Wounded_Knee_Massacre"
"http://yago-knowledge.org/resource/Monument_to_the_Battle_of_the_Nations"
"http://yago-knowledge.org/resource/Battle_of_Sempach"
"http://yago-knowledge.org/resource/Battle_of_Königgrätz"
"http://yago-knowledge.org/resource/Project_Azorian"
"http://yago-knowledge.org/resource/Rosenstrasse_protest"
"http://yago-knowledge.org/resource/Battle_of_Fredericksburg"
"http://yago-knowledge.org/resource/Battle_of_Worringen"
"http://yago-knowledge.org/resource/Battle_of_Waterberg"
"http://yago-knowledge.org/resource/Belgian_Grand_Prix"
"http://yago-knowledge.org/resource/German_Grand_Prix"
"http://yago-knowledge.org/resource/Glorious_First_of_June"
"http://yago-knowledge.org/resource/Moncada_Barracks"
"http://yago-knowledge.org/resource/Spanish_Grand_Prix"
"http://yago-knowledge.org/resource/Battle_of_Dybbøl"
"http://yago-knowledge.org/resource/Battle_of_Poltava"
"http://yago-knowledge.org/resource/Battle_of_Lutter"
"http://yago-knowledge.org/resource/Battle_of_Nördlingen_(1634)"
"http://yago-knowledge.org/resource/New_York_City_draft_riots"
"http://yago-knowledge.org/resource/Babi_Yar"
"http://yago-knowledge.org/resource/USS_Shenandoah_(ZR-1)"
"http://yago-knowledge.org/resource/Altona_Bloody_Sunday"
"http://yago-knowledge.org/resource/Battle_of_Adrianople"
"http://yago-knowledge.org/resource/Battle_of_Badon"
"http://yago-knowledge.org/resource/Battle_of_Blenheim"
"http://yago-knowledge.org/resource/Ich_bin_ein_Berliner"
"http://yago-knowledge.org/resource/Massacre_of_Glencoe"
"http://yago-knowledge.org/resource/Fashoda_Incident"
"http://yago-knowledge.org/resource/Sandoz_chemical_spill"
"http://yago-knowledge.org/resource/Battle_of_Marengo"
"http://yago-knowledge.org/resource/HMS_Hood_(51)"
"http://yago-knowledge.org/resource/1986_Berlin_discotheque_bombing"
"http://yago-knowledge.org/resource/Battle_of_Tewkesbury"
"http://yago-knowledge.org/resource/Armory_Show"
"http://yago-knowledge.org/resource/Battle_of_Sievershausen"
