"p","callret-1"
"http://yago-knowledge.org/resource/infobox/en/supervisingproducer",83
"http://yago-knowledge.org/resource/infobox/en/frequentlyupdated",83
"http://yago-knowledge.org/resource/infobox/en/deathplace",83
"http://yago-knowledge.org/resource/infobox/en/duel",83
"http://yago-knowledge.org/resource/infobox/fr/souscompétition",83
"http://yago-knowledge.org/resource/infobox/en/commissioner",83
"http://yago-knowledge.org/resource/infobox/en/banner",83
"http://yago-knowledge.org/resource/infobox/de/verleger",83
"http://yago-knowledge.org/resource/infobox/en/membership",83
"http://yago-knowledge.org/resource/infobox/en/passedvote",82
"http://yago-knowledge.org/resource/infobox/en/yes",82
"http://yago-knowledge.org/resource/infobox/fr/podcast",82
"http://yago-knowledge.org/resource/infobox/en/hero",82
"http://yago-knowledge.org/resource/infobox/en/homeabbr",82
"http://yago-knowledge.org/resource/infobox/en/imgsize",82
"http://yago-knowledge.org/resource/infobox/en/origlang",82
"http://yago-knowledge.org/resource/infobox/en/builtrange",82
"http://yago-knowledge.org/resource/infobox/en/frozenfourcity",82
"http://yago-knowledge.org/resource/infobox/en/no",82
"http://yago-knowledge.org/resource/infobox/fr/dateparution",82
"http://yago-knowledge.org/resource/infobox/en/jury",81
"http://yago-knowledge.org/resource/infobox/en/passeddate",81
"http://yago-knowledge.org/resource/infobox/en/s",81
"http://yago-knowledge.org/resource/infobox/pl/rodzajruchu",81
"http://yago-knowledge.org/resource/infobox/en/execproducer",81
"http://yago-knowledge.org/resource/infobox/de/turnierart",81
"http://yago-knowledge.org/resource/infobox/en/storyeditor",81
"http://yago-knowledge.org/resource/infobox/fr/affiliation",81
"http://yago-knowledge.org/resource/infobox/en/numchampionships",81
"http://yago-knowledge.org/resource/infobox/en/leaguechamps",81
"http://yago-knowledge.org/resource/infobox/de/preisgeld",81
"http://yago-knowledge.org/resource/infobox/en/announcer",81
"http://yago-knowledge.org/resource/infobox/en/timebegin",80
"http://yago-knowledge.org/resource/infobox/en/classafter",80
"http://yago-knowledge.org/resource/infobox/en/longs",80
"http://yago-knowledge.org/resource/infobox/en/nonprofitname",80
"http://yago-knowledge.org/resource/infobox/en/screenspercapita",80
"http://yago-knowledge.org/resource/infobox/pl/latasłużby",80
"http://yago-knowledge.org/resource/infobox/en/grecoroman",80
"http://yago-knowledge.org/resource/infobox/en/frozenfourarena",80
"http://yago-knowledge.org/resource/infobox/en/juryflag",80
"http://yago-knowledge.org/resource/infobox/fr/meilleurjoueur",79
"http://yago-knowledge.org/resource/infobox/fr/souscompétitionvainqueur",79
"http://yago-knowledge.org/resource/infobox/en/tag",79
"http://yago-knowledge.org/resource/infobox/de/tour",79
"http://yago-knowledge.org/resource/infobox/en/lats",79
"http://yago-knowledge.org/resource/infobox/nl/regio",79
"http://yago-knowledge.org/resource/infobox/en/connacht",79
"http://yago-knowledge.org/resource/infobox/en/img",79
"http://yago-knowledge.org/resource/infobox/en/producedyear",78
"http://yago-knowledge.org/resource/infobox/en/ops",78
"http://yago-knowledge.org/resource/infobox/pl/stanowiska",78
"http://yago-knowledge.org/resource/infobox/nl/jaar",78
"http://yago-knowledge.org/resource/infobox/en/nationality",78
"http://yago-knowledge.org/resource/infobox/en/arrests",78
"http://yago-knowledge.org/resource/infobox/en/awardlink",78
"http://yago-knowledge.org/resource/infobox/en/nametaken",78
"http://yago-knowledge.org/resource/infobox/en/prevconclavelink",78
"http://yago-knowledge.org/resource/infobox/pl/ofiaryśmiertelne",78
"http://yago-knowledge.org/resource/infobox/en/popeelected",78
"http://yago-knowledge.org/resource/infobox/en/col",78
"http://yago-knowledge.org/resource/infobox/en/prevconclaveyear",78
"http://yago-knowledge.org/resource/infobox/en/nextconclaveyear",77
"http://yago-knowledge.org/resource/infobox/en/dialogue",77
"http://yago-knowledge.org/resource/infobox/en/women",77
"http://yago-knowledge.org/resource/infobox/en/pastcurrentcolor",77
"http://yago-knowledge.org/resource/infobox/en/committee",77
"http://yago-knowledge.org/resource/infobox/en/species",77
"http://yago-knowledge.org/resource/infobox/en/nextconclavelink",77
"http://yago-knowledge.org/resource/infobox/en/close",77
"http://yago-knowledge.org/resource/infobox/en/postseason",76
"http://yago-knowledge.org/resource/infobox/nl/aantal",76
"http://yago-knowledge.org/resource/infobox/en/soleexampleoftype",76
"http://yago-knowledge.org/resource/infobox/en/orbiteccentricity",76
"http://yago-knowledge.org/resource/infobox/en/judgesoath",76
"http://yago-knowledge.org/resource/infobox/en/totaldamagesusd",76
"http://yago-knowledge.org/resource/infobox/fr/clubs",76
"http://yago-knowledge.org/resource/infobox/en/victim",76
"http://yago-knowledge.org/resource/infobox/de/folgen",76
"http://yago-knowledge.org/resource/infobox/de/datumbis",75
"http://yago-knowledge.org/resource/infobox/nl/laatstewinnaar",75
"http://yago-knowledge.org/resource/infobox/de/spieloberfläche",75
"http://yago-knowledge.org/resource/infobox/en/registration",75
"http://yago-knowledge.org/resource/infobox/en/admissionstotal",75
"http://yago-knowledge.org/resource/infobox/en/admissionsyear",75
"http://yago-knowledge.org/resource/infobox/en/setting",75
"http://yago-knowledge.org/resource/infobox/en/votesforelection",75
"http://yago-knowledge.org/resource/infobox/en/genres",75
"http://yago-knowledge.org/resource/infobox/en/alliances",75
"http://yago-knowledge.org/resource/infobox/it/avversariob",75
"http://yago-knowledge.org/resource/infobox/en/showimage",75
"http://yago-knowledge.org/resource/infobox/en/boxofficetotal",74
"http://yago-knowledge.org/resource/infobox/en/planefatalities",74
"http://yago-knowledge.org/resource/infobox/en/subdivisiontype",74
"http://yago-knowledge.org/resource/infobox/en/replaces",74
"http://yago-knowledge.org/resource/infobox/it/controavversariob",74
"http://yago-knowledge.org/resource/infobox/de/verband",74
"http://yago-knowledge.org/resource/infobox/en/numparts",74
"http://yago-knowledge.org/resource/infobox/en/flagsuffix",74
"http://yago-knowledge.org/resource/infobox/en/menevents",74
"http://yago-knowledge.org/resource/infobox/en/fiveseasons",73
"http://yago-knowledge.org/resource/infobox/nl/eerstewinnaar",73
"http://yago-knowledge.org/resource/infobox/de/stand",73
"http://yago-knowledge.org/resource/infobox/en/embed",73
"http://yago-knowledge.org/resource/infobox/en/famouspract",73
"http://yago-knowledge.org/resource/infobox/en/lastseason",73
"http://yago-knowledge.org/resource/infobox/en/victims",73
"http://yago-knowledge.org/resource/infobox/en/locationcity",72
"http://yago-knowledge.org/resource/infobox/en/agency",72
"http://yago-knowledge.org/resource/infobox/en/triplecrown",72
"http://yago-knowledge.org/resource/infobox/en/individualchampion",72
"http://yago-knowledge.org/resource/infobox/en/purpose",71
"http://yago-knowledge.org/resource/infobox/en/ridership",71
"http://yago-knowledge.org/resource/infobox/en/boxofficeyear",71
"http://yago-knowledge.org/resource/infobox/it/vintecontroavversariob",71
"http://yago-knowledge.org/resource/infobox/de/auslosung",71
"http://yago-knowledge.org/resource/infobox/en/tvannouncers",71
"http://yago-knowledge.org/resource/infobox/it/persecontroavversariob",71
"http://yago-knowledge.org/resource/infobox/it/larghezzaimmagine",71
"http://yago-knowledge.org/resource/infobox/en/fate",71
"http://yago-knowledge.org/resource/infobox/it/pareggiatecontroavversariob",71
"http://yago-knowledge.org/resource/infobox/nl/partijen",71
"http://yago-knowledge.org/resource/infobox/en/vicepresident",71
"http://yago-knowledge.org/resource/infobox/en/endmo",71
"http://yago-knowledge.org/resource/infobox/en/supproducer",71
"http://yago-knowledge.org/resource/infobox/en/freestyle",71
"http://yago-knowledge.org/resource/infobox/en/mostwinsteam",71
"http://yago-knowledge.org/resource/infobox/en/executiveproducers",70
"http://yago-knowledge.org/resource/infobox/de/jahr",70
"http://yago-knowledge.org/resource/infobox/en/playeroftwentyseries",70
"http://yago-knowledge.org/resource/infobox/en/body",70
"http://yago-knowledge.org/resource/infobox/en/neededvotes",70
"http://yago-knowledge.org/resource/infobox/pl/listaodcinków",70
"http://yago-knowledge.org/resource/infobox/en/distributors",70
"http://yago-knowledge.org/resource/infobox/en/goldmnation",70
"http://yago-knowledge.org/resource/infobox/en/bronzem",69
"http://yago-knowledge.org/resource/infobox/en/equipment",69
"http://yago-knowledge.org/resource/infobox/en/currentstatus",69
"http://yago-knowledge.org/resource/infobox/en/silverm",69
"http://yago-knowledge.org/resource/infobox/en/imdbid",69
"http://yago-knowledge.org/resource/infobox/en/championsother",69
"http://yago-knowledge.org/resource/infobox/de/usk",69
"http://yago-knowledge.org/resource/infobox/en/runningtime",69
"http://yago-knowledge.org/resource/infobox/en/dropft",69
"http://yago-knowledge.org/resource/infobox/en/numcands",69
"http://yago-knowledge.org/resource/infobox/en/art",69
"http://yago-knowledge.org/resource/infobox/en/protodeacon",68
"http://yago-knowledge.org/resource/infobox/en/nextsingle",68
"http://yago-knowledge.org/resource/infobox/en/stishyr",68
"http://yago-knowledge.org/resource/infobox/en/thissingle",68
"http://yago-knowledge.org/resource/infobox/en/countryname",68
"http://yago-knowledge.org/resource/infobox/en/shipdeckclearance",68
"http://yago-knowledge.org/resource/infobox/en/coachschool",68
"http://yago-knowledge.org/resource/infobox/en/choreography",68
"http://yago-knowledge.org/resource/infobox/en/crewphoto",68
"http://yago-knowledge.org/resource/infobox/en/nextexpo",68
"http://yago-knowledge.org/resource/infobox/en/designatednrhptype",68
"http://yago-knowledge.org/resource/infobox/en/nextcity",68
"http://yago-knowledge.org/resource/infobox/en/dialogues",68
"http://yago-knowledge.org/resource/infobox/en/prevexpo",67
"http://yago-knowledge.org/resource/infobox/nl/status",67
"http://yago-knowledge.org/resource/infobox/en/reargueyear",67
"http://yago-knowledge.org/resource/infobox/en/acres",67
"http://yago-knowledge.org/resource/infobox/en/championtag",67
"http://yago-knowledge.org/resource/infobox/en/subdivisionname",67
"http://yago-knowledge.org/resource/infobox/en/lastupdate",67
"http://yago-knowledge.org/resource/infobox/en/highcheckout",67
"http://yago-knowledge.org/resource/infobox/en/dean",67
"http://yago-knowledge.org/resource/infobox/en/laststormdissipated",66
"http://yago-knowledge.org/resource/infobox/en/languages",66
"http://yago-knowledge.org/resource/infobox/en/firststormformed",66
"http://yago-knowledge.org/resource/infobox/en/boxoffice",66
"http://yago-knowledge.org/resource/infobox/en/primarylanguages",66
"http://yago-knowledge.org/resource/infobox/en/fujitascale",66
"http://yago-knowledge.org/resource/infobox/en/endishyr",66
"http://yago-knowledge.org/resource/infobox/en/prevcity",66
"http://yago-knowledge.org/resource/infobox/pl/ranni",65
"http://yago-knowledge.org/resource/infobox/en/timeflag",65
"http://yago-knowledge.org/resource/infobox/en/networkname",65
"http://yago-knowledge.org/resource/infobox/en/strongeststormname",65
"http://yago-knowledge.org/resource/infobox/en/timename",65
"http://yago-knowledge.org/resource/infobox/pl/krajoryginalnejemisji",65
"http://yago-knowledge.org/resource/infobox/en/strongeststormpressure",65
"http://yago-knowledge.org/resource/infobox/en/strongeststormwinds",65
"http://yago-knowledge.org/resource/infobox/en/womenevents",65
"http://yago-knowledge.org/resource/infobox/en/secondflagsuffix",65
"http://yago-knowledge.org/resource/infobox/en/summitname",65
"http://yago-knowledge.org/resource/infobox/en/timebest",65
"http://yago-knowledge.org/resource/infobox/en/moviemusic",64
"http://yago-knowledge.org/resource/infobox/en/mosttitles",64
"http://yago-knowledge.org/resource/infobox/en/lastsingle",64
"http://yago-knowledge.org/resource/infobox/en/formerly",64
"http://yago-knowledge.org/resource/infobox/en/weekday",64
"http://yago-knowledge.org/resource/infobox/fr/parti",64
"http://yago-knowledge.org/resource/infobox/en/softopened",64
"http://yago-knowledge.org/resource/infobox/en/pfam",64
"http://yago-knowledge.org/resource/infobox/en/timeheat",64
"http://yago-knowledge.org/resource/infobox/en/teamschampion",64
"http://yago-knowledge.org/resource/infobox/en/confed",64
"http://yago-knowledge.org/resource/infobox/en/crewphotocaption",64
"http://yago-knowledge.org/resource/infobox/en/maplabel",64
"http://yago-knowledge.org/resource/infobox/en/mv",64
"http://yago-knowledge.org/resource/infobox/pl/siłyzbrojne",64
"http://yago-knowledge.org/resource/infobox/en/currentstreak",64
"http://yago-knowledge.org/resource/infobox/en/started",63
"http://yago-knowledge.org/resource/infobox/en/coord",63
"http://yago-knowledge.org/resource/infobox/en/noofgames",63
"http://yago-knowledge.org/resource/infobox/en/passedbody",63
"http://yago-knowledge.org/resource/infobox/en/spouse",63
"http://yago-knowledge.org/resource/infobox/pl/nośniki",63
"http://yago-knowledge.org/resource/infobox/nl/tagline",63
"http://yago-knowledge.org/resource/infobox/en/transband",63
"http://yago-knowledge.org/resource/infobox/en/boats",63
"http://yago-knowledge.org/resource/infobox/en/firstpitch",63
"http://yago-knowledge.org/resource/infobox/en/seriesshort",63
"http://yago-knowledge.org/resource/infobox/it/paese",63
"http://yago-knowledge.org/resource/infobox/en/levels",63
"http://yago-knowledge.org/resource/infobox/en/retired",63
"http://yago-knowledge.org/resource/infobox/en/dfens",63
"http://yago-knowledge.org/resource/infobox/en/individualchampionteam",63
"http://yago-knowledge.org/resource/hasISBN",62
"http://yago-knowledge.org/resource/infobox/en/totalintense",62
"http://yago-knowledge.org/resource/infobox/en/nonprofittype",62
"http://yago-knowledge.org/resource/infobox/en/weekordinal",62
"http://yago-knowledge.org/resource/infobox/en/coorddisplay",62
"http://yago-knowledge.org/resource/infobox/fr/candidat",62
"http://yago-knowledge.org/resource/infobox/en/producedfictional",62
"http://yago-knowledge.org/resource/infobox/pl/funkcja",62
"http://yago-knowledge.org/resource/infobox/en/dateformed",62
"http://yago-knowledge.org/resource/infobox/fr/secteurdactivité",62
"http://yago-knowledge.org/resource/infobox/en/foundation",62
"http://yago-knowledge.org/resource/infobox/en/entrants",62
"http://yago-knowledge.org/resource/infobox/pl/kontrolery",62
"http://yago-knowledge.org/resource/infobox/en/departurecraft",61
"http://yago-knowledge.org/resource/infobox/en/otherlabel",61
"http://yago-knowledge.org/resource/infobox/en/shipwaynumber",61
"http://yago-knowledge.org/resource/infobox/en/gforce",61
"http://yago-knowledge.org/resource/infobox/nl/prijzen",61
"http://yago-knowledge.org/resource/infobox/pl/jednostki",61
"http://yago-knowledge.org/resource/infobox/en/vote",61
"http://yago-knowledge.org/resource/infobox/en/stishmo",61
"http://yago-knowledge.org/resource/infobox/en/leadertitles",61
"http://yago-knowledge.org/resource/infobox/en/totalhurricanes",61
"http://yago-knowledge.org/resource/infobox/en/totalsurvivors",61
"http://yago-knowledge.org/resource/infobox/en/alsoknownas",61
"http://yago-knowledge.org/resource/infobox/en/gmot",61
"http://yago-knowledge.org/resource/infobox/en/psayear",61
"http://yago-knowledge.org/resource/infobox/en/arrivalcraft",61
"http://yago-knowledge.org/resource/infobox/pl/wykonawca",61
"http://yago-knowledge.org/resource/infobox/en/totaldepressions",61
"http://yago-knowledge.org/resource/infobox/en/spacestation",61
"http://yago-knowledge.org/resource/infobox/en/relegation",61
"http://yago-knowledge.org/resource/infobox/en/tier",60
"http://yago-knowledge.org/resource/infobox/de/systemminima",60
"http://yago-knowledge.org/resource/infobox/en/entries",60
"http://yago-knowledge.org/resource/infobox/en/currentordinal",60
"http://yago-knowledge.org/resource/infobox/en/irish",60
"http://yago-knowledge.org/resource/infobox/fr/fondimage",60
"http://yago-knowledge.org/resource/infobox/en/causeis",60
"http://yago-knowledge.org/resource/infobox/en/militaryserial",60
"http://yago-knowledge.org/resource/infobox/en/war",60
"http://yago-knowledge.org/resource/infobox/en/camerlengo",60
"http://yago-knowledge.org/resource/infobox/en/introduced",59
"http://yago-knowledge.org/resource/infobox/en/otherdata",59
"http://yago-knowledge.org/resource/infobox/en/represented",59
"http://yago-knowledge.org/resource/infobox/en/producedanimated",59
"http://yago-knowledge.org/resource/infobox/de/mitglieder",59
"http://yago-knowledge.org/resource/infobox/en/maprelief",59
"http://yago-knowledge.org/resource/infobox/en/orbitsemimajor",59
"http://yago-knowledge.org/resource/infobox/en/landuse",59
"http://yago-knowledge.org/resource/infobox/en/endishmo",59
"http://yago-knowledge.org/resource/infobox/fr/formation",59
"http://yago-knowledge.org/resource/infobox/fr/joueuses",59
"http://yago-knowledge.org/resource/infobox/pl/commons",59
"http://yago-knowledge.org/resource/infobox/de/url",59
"http://yago-knowledge.org/resource/infobox/en/silvermnation",59
"http://yago-knowledge.org/resource/infobox/en/mapdivision",59
"http://yago-knowledge.org/resource/infobox/en/landingdate",59
"http://yago-knowledge.org/resource/infobox/en/produceddocumentary",59
"http://yago-knowledge.org/resource/infobox/en/bronzemnation",59
"http://yago-knowledge.org/resource/infobox/en/topscorerlink",59
"http://yago-knowledge.org/resource/infobox/en/transferaccessible",59
"http://yago-knowledge.org/resource/infobox/en/mostordinal",58
"http://yago-knowledge.org/resource/infobox/en/imagelink",58
"http://yago-knowledge.org/resource/infobox/en/dimensions",58
"http://yago-knowledge.org/resource/infobox/pl/budżet",58
"http://yago-knowledge.org/resource/infobox/en/alexa",58
"http://yago-knowledge.org/resource/infobox/en/associateproducer",58
"http://yago-knowledge.org/resource/infobox/pl/wymagania",58
"http://yago-knowledge.org/resource/infobox/en/characters",58
"http://yago-knowledge.org/resource/infobox/en/designers",58
"http://yago-knowledge.org/resource/infobox/en/coaches",58
"http://yago-knowledge.org/resource/infobox/en/datepassed",58
"http://yago-knowledge.org/resource/infobox/en/totalstorms",58
"http://yago-knowledge.org/resource/infobox/en/datedissipated",58
"http://yago-knowledge.org/resource/infobox/en/fgcolour",58
"http://yago-knowledge.org/resource/infobox/de/wettbewerb",58
"http://yago-knowledge.org/resource/infobox/en/visitorabbr",57
"http://yago-knowledge.org/resource/infobox/en/activitysector",57
"http://yago-knowledge.org/resource/infobox/en/directors",57
"http://yago-knowledge.org/resource/infobox/en/firstmeeting",57
"http://yago-knowledge.org/resource/infobox/en/nearestcity",57
"http://yago-knowledge.org/resource/infobox/en/yearofinception",57
"http://yago-knowledge.org/resource/infobox/fr/pourcentage",57
"http://yago-knowledge.org/resource/infobox/en/stishhead",57
"http://yago-knowledge.org/resource/infobox/en/plurality",57
"http://yago-knowledge.org/resource/infobox/en/hardness",57
"http://yago-knowledge.org/resource/infobox/en/leadernames",56
"http://yago-knowledge.org/resource/infobox/de/bildbeschreibung",56
"http://yago-knowledge.org/resource/infobox/en/imagefile",56
"http://yago-knowledge.org/resource/infobox/en/territorialextent",56
"http://yago-knowledge.org/resource/infobox/en/protopriest",56
"http://yago-knowledge.org/resource/infobox/fr/meilleurmarqueur",56
"http://yago-knowledge.org/resource/infobox/en/y",56
"http://yago-knowledge.org/resource/infobox/en/firstseason",56
"http://yago-knowledge.org/resource/infobox/en/sponsors",56
"http://yago-knowledge.org/resource/infobox/en/photography",56
"http://yago-knowledge.org/resource/infobox/en/diameterin",56
"http://yago-knowledge.org/resource/infobox/en/fontcolor",56
"http://yago-knowledge.org/resource/infobox/de/bildbreite",55
"http://yago-knowledge.org/resource/infobox/fr/meilleurréalisateur",55
"http://yago-knowledge.org/resource/infobox/en/countryflagvar",55
"http://yago-knowledge.org/resource/infobox/pl/zawód",55
"http://yago-knowledge.org/resource/infobox/en/joinplurality",55
"http://yago-knowledge.org/resource/infobox/en/championshiplocation",55
"http://yago-knowledge.org/resource/infobox/pl/typ",55
"http://yago-knowledge.org/resource/infobox/en/shipramps",55
"http://yago-knowledge.org/resource/infobox/en/films",55
"http://yago-knowledge.org/resource/infobox/en/startengines",55
"http://yago-knowledge.org/resource/infobox/en/abbreviation",55
"http://yago-knowledge.org/resource/infobox/pl/start",55
"http://yago-knowledge.org/resource/infobox/fr/artiste",55
"http://yago-knowledge.org/resource/infobox/fr/pages",55
"http://yago-knowledge.org/resource/infobox/en/silverw",54
"http://yago-knowledge.org/resource/infobox/en/replacedbynames",54
"http://yago-knowledge.org/resource/infobox/en/rookie",54
"http://yago-knowledge.org/resource/infobox/en/totalshipsplanned",54
"http://yago-knowledge.org/resource/infobox/en/literacymen",54
"http://yago-knowledge.org/resource/infobox/en/interpro",54
"http://yago-knowledge.org/resource/infobox/en/photo",54
"http://yago-knowledge.org/resource/infobox/en/backhome",54
"http://yago-knowledge.org/resource/infobox/en/firstflagsuffix",54
"http://yago-knowledge.org/resource/infobox/en/planecaption",54
"http://yago-knowledge.org/resource/infobox/en/chiefjudge",54
"http://yago-knowledge.org/resource/infobox/en/inservice",54
"http://yago-knowledge.org/resource/infobox/en/nationschampion",54
"http://yago-knowledge.org/resource/infobox/en/dateto",54
"http://yago-knowledge.org/resource/infobox/en/labelstyle",54
"http://yago-knowledge.org/resource/infobox/en/goldw",54
"http://yago-knowledge.org/resource/infobox/fr/appellations",54
"http://yago-knowledge.org/resource/infobox/en/aliases",54
"http://yago-knowledge.org/resource/infobox/en/umpires",54
"http://yago-knowledge.org/resource/infobox/en/stormtype",54
"http://yago-knowledge.org/resource/infobox/en/bronzew",54
"http://yago-knowledge.org/resource/infobox/en/literacywomen",54
"http://yago-knowledge.org/resource/infobox/fr/votes",54
"http://yago-knowledge.org/resource/infobox/de/waehrung",54
"http://yago-knowledge.org/resource/infobox/en/velodrome",54
"http://yago-knowledge.org/resource/infobox/en/lastleague",53
"http://yago-knowledge.org/resource/infobox/en/homeworld",53
"http://yago-knowledge.org/resource/infobox/en/restrictioncm",53
"http://yago-knowledge.org/resource/infobox/en/incommissionrange",53
"http://yago-knowledge.org/resource/infobox/en/british",53
"http://yago-knowledge.org/resource/infobox/en/t",53
"http://yago-knowledge.org/resource/infobox/en/cupresult",53
"http://yago-knowledge.org/resource/infobox/en/pickedby",53
"http://yago-knowledge.org/resource/infobox/en/visitors",53
"http://yago-knowledge.org/resource/infobox/en/commanders",53
"http://yago-knowledge.org/resource/infobox/en/organized",53
"http://yago-knowledge.org/resource/infobox/en/thirdflagsuffix",53
"http://yago-knowledge.org/resource/infobox/en/toppick",53
"http://yago-knowledge.org/resource/infobox/en/secondflagvar",52
"http://yago-knowledge.org/resource/infobox/nl/opening",52
"http://yago-knowledge.org/resource/infobox/en/domestcup",52
"http://yago-knowledge.org/resource/infobox/en/draft",52
"http://yago-knowledge.org/resource/infobox/de/präsident",52
"http://yago-knowledge.org/resource/infobox/en/planeimage",52
"http://yago-knowledge.org/resource/infobox/en/emedicinemult",52
"http://yago-knowledge.org/resource/infobox/pl/godzina",51
"http://yago-knowledge.org/resource/infobox/en/latestpreviewversion",51
"http://yago-knowledge.org/resource/infobox/en/championflagvar",51
"http://yago-knowledge.org/resource/infobox/en/timeend",51
"http://yago-knowledge.org/resource/infobox/en/builders",51
"http://yago-knowledge.org/resource/infobox/en/screenshot",51
"http://yago-knowledge.org/resource/infobox/en/parent",51
"http://yago-knowledge.org/resource/infobox/en/since",51
"http://yago-knowledge.org/resource/infobox/en/active",51
"http://yago-knowledge.org/resource/infobox/en/stations",51
"http://yago-knowledge.org/resource/infobox/en/nombredéditions",51
"http://yago-knowledge.org/resource/infobox/en/requiredelementsscore",51
"http://yago-knowledge.org/resource/infobox/en/systemtype",51
"http://yago-knowledge.org/resource/infobox/pl/do",51
"http://yago-knowledge.org/resource/infobox/pl/kontynuacja",51
"http://yago-knowledge.org/resource/infobox/pl/od",51
"http://yago-knowledge.org/resource/infobox/en/titre",51
"http://yago-knowledge.org/resource/infobox/fr/domainepublic",50
"http://yago-knowledge.org/resource/infobox/en/titleholders",50
"http://yago-knowledge.org/resource/infobox/en/playerofseries",50
"http://yago-knowledge.org/resource/infobox/en/perpetrator",50
"http://yago-knowledge.org/resource/infobox/en/hustleschool",50
"http://yago-knowledge.org/resource/infobox/en/commemorates",50
"http://yago-knowledge.org/resource/infobox/en/wsatier",50
"http://yago-knowledge.org/resource/infobox/nl/ramptype",50
"http://yago-knowledge.org/resource/infobox/en/combatanta",50
"http://yago-knowledge.org/resource/infobox/en/othertitle",50
"http://yago-knowledge.org/resource/infobox/en/fastflagsuffix",50
"http://yago-knowledge.org/resource/infobox/en/cnt",50
"http://yago-knowledge.org/resource/infobox/en/entertainment",50
"http://yago-knowledge.org/resource/infobox/en/datecommenced",50
"http://yago-knowledge.org/resource/infobox/en/altname",50
"http://yago-knowledge.org/resource/infobox/en/literacytotal",50
"http://yago-knowledge.org/resource/infobox/en/productiondesign",50
"http://yago-knowledge.org/resource/infobox/en/hustle",50
"http://yago-knowledge.org/resource/infobox/nl/meestezeges",50
"http://yago-knowledge.org/resource/infobox/en/wsaprizemoney",50
"http://yago-knowledge.org/resource/infobox/en/victories",49
"http://yago-knowledge.org/resource/infobox/en/artdirection",49
"http://yago-knowledge.org/resource/infobox/en/associatejudges",49
"http://yago-knowledge.org/resource/infobox/en/lastclasslevel",49
"http://yago-knowledge.org/resource/infobox/en/email",49
"http://yago-knowledge.org/resource/infobox/en/origisbn",49
"http://yago-knowledge.org/resource/infobox/en/portrayer",49
"http://yago-knowledge.org/resource/infobox/en/birth",49
"http://yago-knowledge.org/resource/infobox/en/alias",49
"http://yago-knowledge.org/resource/infobox/en/colourtext",49
"http://yago-knowledge.org/resource/infobox/en/bestfilm",49
"http://yago-knowledge.org/resource/infobox/en/draftlink",49
"http://yago-knowledge.org/resource/infobox/pl/adres",49
"http://yago-knowledge.org/resource/infobox/en/boxofficenational",48
"http://yago-knowledge.org/resource/infobox/en/civilregistration",48
"http://yago-knowledge.org/resource/infobox/en/terravail",48
"http://yago-knowledge.org/resource/infobox/en/bronzewnation",48
"http://yago-knowledge.org/resource/infobox/en/grandslam",48
"http://yago-knowledge.org/resource/infobox/en/firstentry",48
"http://yago-knowledge.org/resource/infobox/en/lastentry",48
"http://yago-knowledge.org/resource/infobox/fr/demifinalistes",48
"http://yago-knowledge.org/resource/infobox/en/coordinatesdisplay",48
"http://yago-knowledge.org/resource/infobox/fr/datededépart",48
"http://yago-knowledge.org/resource/infobox/en/prevedition",48
"http://yago-knowledge.org/resource/infobox/en/eproducer",48
"http://yago-knowledge.org/resource/infobox/en/mountains",48
"http://yago-knowledge.org/resource/infobox/en/firstcolor",48
"http://yago-knowledge.org/resource/infobox/en/bill",48
"http://yago-knowledge.org/resource/infobox/en/mountainsteam",48
"http://yago-knowledge.org/resource/infobox/en/silverwnation",48
"http://yago-knowledge.org/resource/infobox/en/dateassented",48
"http://yago-knowledge.org/resource/infobox/en/produced",48
"http://yago-knowledge.org/resource/infobox/en/mountainsnat",48
"http://yago-knowledge.org/resource/infobox/en/goldwnation",48
"http://yago-knowledge.org/resource/infobox/nl/portaal",48
"http://yago-knowledge.org/resource/infobox/en/branding",48
"http://yago-knowledge.org/resource/infobox/fr/championpilote",48
"http://yago-knowledge.org/resource/infobox/fr/nomdelatournée",48
"http://yago-knowledge.org/resource/infobox/en/prevsupcity",47
"http://yago-knowledge.org/resource/infobox/en/prevsuppl",47
"http://yago-knowledge.org/resource/infobox/nl/extraportaal",47
"http://yago-knowledge.org/resource/infobox/en/latestpreviewdate",47
"http://yago-knowledge.org/resource/infobox/en/nextsupcity",47
"http://yago-knowledge.org/resource/infobox/en/overruled",47
"http://yago-knowledge.org/resource/infobox/nl/sport",47
"http://yago-knowledge.org/resource/infobox/en/address",47
"http://yago-knowledge.org/resource/infobox/en/blanklabel",47
"http://yago-knowledge.org/resource/infobox/pl/dystrybutor",47
"http://yago-knowledge.org/resource/infobox/en/nextsuppl",47
"http://yago-knowledge.org/resource/infobox/de/auflage",47
"http://yago-knowledge.org/resource/infobox/en/budgetyear",47
"http://yago-knowledge.org/resource/infobox/en/orbitscompleted",47
"http://yago-knowledge.org/resource/infobox/en/dfen",47
"http://yago-knowledge.org/resource/infobox/fr/datedefin",47
"http://yago-knowledge.org/resource/infobox/en/industry",47
"http://yago-knowledge.org/resource/infobox/en/film",47
"http://yago-knowledge.org/resource/infobox/en/interval",47
"http://yago-knowledge.org/resource/infobox/en/awardtype",47
"http://yago-knowledge.org/resource/infobox/en/racewinner",47
"http://yago-knowledge.org/resource/infobox/nl/bouwer",46
"http://yago-knowledge.org/resource/infobox/en/buildings",46
