"p","callret-1"
"http://yago-knowledge.org/resource/infobox/en/commands",2
"http://yago-knowledge.org/resource/infobox/en/mostcaps",2
"http://yago-knowledge.org/resource/infobox/en/statarea",2
"http://yago-knowledge.org/resource/infobox/en/online",2
"http://yago-knowledge.org/resource/infobox/pl/armator",2
"http://yago-knowledge.org/resource/infobox/pl/wariantbandery",2
"http://yago-knowledge.org/resource/infobox/en/gtwriter",2
"http://yago-knowledge.org/resource/infobox/en/hostsf",2
"http://yago-knowledge.org/resource/infobox/en/audiourl",2
"http://yago-knowledge.org/resource/infobox/fr/rev",2
"http://yago-knowledge.org/resource/infobox/en/terminus",2
"http://yago-knowledge.org/resource/infobox/en/cohostcity",2
"http://yago-knowledge.org/resource/infobox/nl/uitbreiding",2
"http://yago-knowledge.org/resource/infobox/en/nextreleasedate",2
"http://yago-knowledge.org/resource/infobox/en/cabinetnumber",2
"http://yago-knowledge.org/resource/infobox/en/tradchi",2
"http://yago-knowledge.org/resource/infobox/en/performedby",2
"http://yago-knowledge.org/resource/infobox/en/coexecutiveproducers",2
"http://yago-knowledge.org/resource/infobox/en/coexecproducer",2
"http://yago-knowledge.org/resource/infobox/en/companys",2
"http://yago-knowledge.org/resource/infobox/en/sportreader",2
"http://yago-knowledge.org/resource/infobox/en/ingredients",2
"http://yago-knowledge.org/resource/infobox/en/parentcompany",2
"http://yago-knowledge.org/resource/infobox/en/previousalliances",2
"http://yago-knowledge.org/resource/infobox/en/provincetype",2
"http://yago-knowledge.org/resource/infobox/en/otherinstruments",2
"http://yago-knowledge.org/resource/infobox/en/scribes",2
"http://yago-knowledge.org/resource/infobox/en/sfx",2
"http://yago-knowledge.org/resource/infobox/nl/kasteeltype",2
"http://yago-knowledge.org/resource/infobox/en/vertices",2
"http://yago-knowledge.org/resource/infobox/en/fasttimess",2
"http://yago-knowledge.org/resource/infobox/en/poleriderss",2
"http://yago-knowledge.org/resource/infobox/en/hostedby",2
"http://yago-knowledge.org/resource/infobox/de/screenshot",2
"http://yago-knowledge.org/resource/infobox/en/freedomcup",2
"http://yago-knowledge.org/resource/infobox/en/arrestplace",2
"http://yago-knowledge.org/resource/infobox/en/cameraman",2
"http://yago-knowledge.org/resource/infobox/en/animationsupervisor",2
"http://yago-knowledge.org/resource/infobox/en/bridgename",2
"http://yago-knowledge.org/resource/infobox/en/shipengine",2
"http://yago-knowledge.org/resource/infobox/en/completeddate",2
"http://yago-knowledge.org/resource/infobox/en/grossleasablearea",2
"http://yago-knowledge.org/resource/infobox/en/titlebefore",2
"http://yago-knowledge.org/resource/infobox/en/agerange",2
"http://yago-knowledge.org/resource/infobox/en/filmlist",2
"http://yago-knowledge.org/resource/infobox/en/lastelections",2
"http://yago-knowledge.org/resource/infobox/de/specialeffects",2
"http://yago-knowledge.org/resource/infobox/en/winnercoach",2
"http://yago-knowledge.org/resource/infobox/en/commissionedby",2
"http://yago-knowledge.org/resource/infobox/en/magicconsultant",2
"http://yago-knowledge.org/resource/infobox/en/numberofseasons",2
"http://yago-knowledge.org/resource/infobox/en/colorslabel",2
"http://yago-knowledge.org/resource/infobox/en/insertworst",2
"http://yago-knowledge.org/resource/infobox/de/jährlichkeit",2
"http://yago-knowledge.org/resource/infobox/nl/oprichting",2
"http://yago-knowledge.org/resource/infobox/de/austragungsorte",2
"http://yago-knowledge.org/resource/infobox/de/schliessung",2
"http://yago-knowledge.org/resource/infobox/en/eponym",2
"http://yago-knowledge.org/resource/infobox/en/siteweb",2
"http://yago-knowledge.org/resource/infobox/en/hcyear",2
"http://yago-knowledge.org/resource/infobox/fr/musée",2
"http://yago-knowledge.org/resource/infobox/fr/quartier",2
"http://yago-knowledge.org/resource/infobox/en/storydialoguesscreenplay",2
"http://yago-knowledge.org/resource/infobox/fr/promudebut",2
"http://yago-knowledge.org/resource/infobox/pl/system",2
"http://yago-knowledge.org/resource/infobox/pl/wersjatestowa",2
"http://yago-knowledge.org/resource/infobox/en/ko",2
"http://yago-knowledge.org/resource/infobox/en/nowat",2
"http://yago-knowledge.org/resource/infobox/en/ddversion",2
"http://yago-knowledge.org/resource/infobox/en/fall",2
"http://yago-knowledge.org/resource/infobox/fr/dateième",2
"http://yago-knowledge.org/resource/infobox/en/cadetbranches",2
"http://yago-knowledge.org/resource/infobox/de/requisite",2
"http://yago-knowledge.org/resource/infobox/fr/numéro",2
"http://yago-knowledge.org/resource/infobox/en/technicaladvisor",2
"http://yago-knowledge.org/resource/infobox/en/ecosystem",2
"http://yago-knowledge.org/resource/infobox/en/titel",2
"http://yago-knowledge.org/resource/infobox/en/clans",2
"http://yago-knowledge.org/resource/infobox/en/constitution",2
"http://yago-knowledge.org/resource/infobox/en/download",2
"http://yago-knowledge.org/resource/infobox/en/containment",2
"http://yago-knowledge.org/resource/infobox/en/ltprogrammer",2
"http://yago-knowledge.org/resource/infobox/en/pushpinlabel",2
"http://yago-knowledge.org/resource/infobox/en/boxofficer",2
"http://yago-knowledge.org/resource/infobox/fr/datededernièreversion",2
"http://yago-knowledge.org/resource/infobox/en/swag",2
"http://yago-knowledge.org/resource/infobox/en/assembly",2
"http://yago-knowledge.org/resource/infobox/en/dist",2
"http://yago-knowledge.org/resource/infobox/en/wind",2
"http://yago-knowledge.org/resource/infobox/en/locationsound",2
"http://yago-knowledge.org/resource/infobox/en/jointrunnersup",2
"http://yago-knowledge.org/resource/infobox/de/bürgermeisterstand",2
"http://yago-knowledge.org/resource/infobox/de/einwohnerortstand",2
"http://yago-knowledge.org/resource/infobox/en/candidatewithoutpartylink",2
"http://yago-knowledge.org/resource/infobox/en/composition",2
"http://yago-knowledge.org/resource/infobox/en/md",2
"http://yago-knowledge.org/resource/infobox/pl/organizatorzy",2
"http://yago-knowledge.org/resource/infobox/en/friends",2
"http://yago-knowledge.org/resource/infobox/en/defendladies",2
"http://yago-knowledge.org/resource/infobox/en/tipocolore",2
"http://yago-knowledge.org/resource/infobox/en/boforeparty",2
"http://yago-knowledge.org/resource/infobox/en/dominantsport",2
"http://yago-knowledge.org/resource/infobox/en/hanjaho",2
"http://yago-knowledge.org/resource/infobox/en/rrho",2
"http://yago-knowledge.org/resource/infobox/en/rereleased",2
"http://yago-knowledge.org/resource/infobox/en/scenes",2
"http://yago-knowledge.org/resource/infobox/fr/dateouverture",2
"http://yago-knowledge.org/resource/infobox/nl/tegelijk",2
"http://yago-knowledge.org/resource/infobox/en/arenas",2
"http://yago-knowledge.org/resource/infobox/en/menconferencechampion",2
"http://yago-knowledge.org/resource/infobox/nl/brhouderman",2
"http://yago-knowledge.org/resource/infobox/fr/icd",2
"http://yago-knowledge.org/resource/infobox/en/designgroup",2
"http://yago-knowledge.org/resource/infobox/en/soundprocess",2
"http://yago-knowledge.org/resource/infobox/fr/particoalition",2
"http://yago-knowledge.org/resource/infobox/en/firstridermotogpcountry",2
"http://yago-knowledge.org/resource/infobox/en/poletimemotogp",2
"http://yago-knowledge.org/resource/infobox/fr/statutdesathlétes",2
"http://yago-knowledge.org/resource/infobox/en/habitat",2
"http://yago-knowledge.org/resource/infobox/en/broadcastingstations",2
"http://yago-knowledge.org/resource/infobox/en/femaleweight",2
"http://yago-knowledge.org/resource/infobox/nl/soortcompositie",2
"http://yago-knowledge.org/resource/infobox/en/prototypes",2
"http://yago-knowledge.org/resource/infobox/en/executiveproduceer",2
"http://yago-knowledge.org/resource/infobox/en/formercallsigns",2
"http://yago-knowledge.org/resource/infobox/en/arrangers",2
"http://yago-knowledge.org/resource/infobox/de/franchise",2
"http://yago-knowledge.org/resource/infobox/de/takelung",2
"http://yago-knowledge.org/resource/infobox/de/kennung",2
"http://yago-knowledge.org/resource/infobox/en/governmenthead",2
"http://yago-knowledge.org/resource/infobox/en/hangeul",2
"http://yago-knowledge.org/resource/infobox/en/legislatureterm",2
"http://yago-knowledge.org/resource/infobox/en/associateeditor",2
"http://yago-knowledge.org/resource/infobox/en/flightorigin",2
"http://yago-knowledge.org/resource/infobox/en/shippropellers",2
"http://yago-knowledge.org/resource/infobox/en/ancestorgroups",2
"http://yago-knowledge.org/resource/infobox/en/constituency",2
"http://yago-knowledge.org/resource/infobox/en/debutyear",2
"http://yago-knowledge.org/resource/infobox/en/positions",2
"http://yago-knowledge.org/resource/infobox/en/socket",2
"http://yago-knowledge.org/resource/infobox/en/dialog",2
"http://yago-knowledge.org/resource/infobox/en/sbkroundno",2
"http://yago-knowledge.org/resource/infobox/it/ordinata",2
"http://yago-knowledge.org/resource/infobox/de/einwohnerdatum",2
"http://yago-knowledge.org/resource/infobox/de/staat",2
"http://yago-knowledge.org/resource/infobox/en/pumatrophy",2
"http://yago-knowledge.org/resource/infobox/de/gespieltespiele",2
"http://yago-knowledge.org/resource/infobox/en/typeofnetwork",2
"http://yago-knowledge.org/resource/infobox/en/titleafter",2
"http://yago-knowledge.org/resource/infobox/de/programmiersprache",2
"http://yago-knowledge.org/resource/infobox/fr/codecnp",2
"http://yago-knowledge.org/resource/infobox/en/technicalname",2
"http://yago-knowledge.org/resource/infobox/en/attractions",2
"http://yago-knowledge.org/resource/infobox/en/bronzecga",2
"http://yago-knowledge.org/resource/infobox/en/snowname",2
"http://yago-knowledge.org/resource/infobox/en/sidea",2
"http://yago-knowledge.org/resource/infobox/en/maximumsnow",2
"http://yago-knowledge.org/resource/infobox/fr/tenante",2
"http://yago-knowledge.org/resource/infobox/en/deleteworst",2
"http://yago-knowledge.org/resource/infobox/en/developed",2
"http://yago-knowledge.org/resource/infobox/en/employer",2
"http://yago-knowledge.org/resource/infobox/en/notice",2
"http://yago-knowledge.org/resource/infobox/en/pointsheader",2
"http://yago-knowledge.org/resource/infobox/fa/diseasesdb",2
"http://yago-knowledge.org/resource/infobox/en/merger",2
"http://yago-knowledge.org/resource/infobox/en/percentother",2
"http://yago-knowledge.org/resource/infobox/pl/biskupikonsekrowani",2
"http://yago-knowledge.org/resource/infobox/pl/przyczynaśmierci",2
"http://yago-knowledge.org/resource/infobox/en/enemies",2
"http://yago-knowledge.org/resource/infobox/en/shipexecutiveofficer",2
"http://yago-knowledge.org/resource/infobox/en/lastdvd",2
"http://yago-knowledge.org/resource/infobox/en/shootinglocations",2
"http://yago-knowledge.org/resource/infobox/en/newcitation",2
"http://yago-knowledge.org/resource/infobox/nl/kleur",2
"http://yago-knowledge.org/resource/infobox/en/proceeded",2
"http://yago-knowledge.org/resource/infobox/ar/strength",2
"http://yago-knowledge.org/resource/infobox/en/youtubechannel",2
"http://yago-knowledge.org/resource/infobox/en/hbmstrength",2
"http://yago-knowledge.org/resource/infobox/en/relegatedteams",2
"http://yago-knowledge.org/resource/infobox/en/abode",2
"http://yago-knowledge.org/resource/infobox/en/areacodetype",2
"http://yago-knowledge.org/resource/infobox/pl/linkdoobrazka",2
"http://yago-knowledge.org/resource/infobox/pl/rozmiargrafiki",2
"http://yago-knowledge.org/resource/infobox/en/copresenter",2
"http://yago-knowledge.org/resource/infobox/en/executiveprod",2
"http://yago-knowledge.org/resource/infobox/en/assistantdir",2
"http://yago-knowledge.org/resource/infobox/en/chunom",2
"http://yago-knowledge.org/resource/infobox/en/imono",2
"http://yago-knowledge.org/resource/infobox/de/struktur",2
"http://yago-knowledge.org/resource/infobox/en/bestdramaserial",2
"http://yago-knowledge.org/resource/infobox/en/planning",2
"http://yago-knowledge.org/resource/infobox/en/seatingcapacity",2
"http://yago-knowledge.org/resource/infobox/en/distinctions",2
"http://yago-knowledge.org/resource/infobox/en/brownlowmedal",2
"http://yago-knowledge.org/resource/infobox/en/hshorts",2
"http://yago-knowledge.org/resource/infobox/nl/letterl",2
"http://yago-knowledge.org/resource/infobox/en/breakthroughplayeroftheyear",2
"http://yago-knowledge.org/resource/infobox/en/premiershipwin",2
"http://yago-knowledge.org/resource/infobox/en/kohangul",2
"http://yago-knowledge.org/resource/infobox/en/pagfreevalue",2
"http://yago-knowledge.org/resource/infobox/de/außerkrafttretedatum",2
"http://yago-knowledge.org/resource/infobox/en/positionorquorum",2
"http://yago-knowledge.org/resource/infobox/en/decideddate",2
"http://yago-knowledge.org/resource/infobox/en/audioproducer",2
"http://yago-knowledge.org/resource/infobox/de/datestart",2
"http://yago-knowledge.org/resource/infobox/en/firstscreening",2
"http://yago-knowledge.org/resource/infobox/en/headway",2
"http://yago-knowledge.org/resource/infobox/en/trademarkregistrations",2
"http://yago-knowledge.org/resource/infobox/en/requirement",2
"http://yago-knowledge.org/resource/infobox/fr/publiccible",2
"http://yago-knowledge.org/resource/infobox/fr/objectif",2
"http://yago-knowledge.org/resource/infobox/fr/débutconstruction",2
"http://yago-knowledge.org/resource/infobox/fr/liencommune",2
"http://yago-knowledge.org/resource/infobox/en/middletheme",2
"http://yago-knowledge.org/resource/infobox/en/fasttimemotogp",2
"http://yago-knowledge.org/resource/infobox/de/masse",2
"http://yago-knowledge.org/resource/infobox/de/vereinsfarben",2
"http://yago-knowledge.org/resource/infobox/en/so",2
"http://yago-knowledge.org/resource/infobox/fr/dernièreapparition",2
"http://yago-knowledge.org/resource/infobox/en/imdbrating",2
"http://yago-knowledge.org/resource/infobox/en/tripsdaily",2
"http://yago-knowledge.org/resource/infobox/en/gestationalage",2
"http://yago-knowledge.org/resource/infobox/en/death",2
"http://yago-knowledge.org/resource/infobox/en/na",2
"http://yago-knowledge.org/resource/infobox/pl/sekunds",2
"http://yago-knowledge.org/resource/infobox/en/run",2
"http://yago-knowledge.org/resource/infobox/en/appearances",2
"http://yago-knowledge.org/resource/infobox/en/officialstype",2
"http://yago-knowledge.org/resource/infobox/nl/nederlandsevertaling",2
"http://yago-knowledge.org/resource/infobox/it/vinteaustralia",2
"http://yago-knowledge.org/resource/infobox/de/kiellegung",2
"http://yago-knowledge.org/resource/infobox/fr/théatrepremière",2
"http://yago-knowledge.org/resource/infobox/en/servicedescription",2
"http://yago-knowledge.org/resource/infobox/en/kirshenbaum",2
"http://yago-knowledge.org/resource/infobox/en/part",2
"http://yago-knowledge.org/resource/infobox/en/supportacts",2
"http://yago-knowledge.org/resource/infobox/en/debutteam",2
"http://yago-knowledge.org/resource/infobox/de/erstveröffentlichung",2
"http://yago-knowledge.org/resource/infobox/en/ssseasonno",2
"http://yago-knowledge.org/resource/infobox/fr/précédépar",2
"http://yago-knowledge.org/resource/infobox/en/rides",2
"http://yago-knowledge.org/resource/infobox/en/physicalmedia",2
"http://yago-knowledge.org/resource/infobox/en/currentcame",2
"http://yago-knowledge.org/resource/infobox/en/deleted",2
"http://yago-knowledge.org/resource/infobox/en/trainers",2
"http://yago-knowledge.org/resource/infobox/en/versions",2
"http://yago-knowledge.org/resource/infobox/en/apm",2
"http://yago-knowledge.org/resource/infobox/en/docked",2
"http://yago-knowledge.org/resource/infobox/en/excproducer",2
"http://yago-knowledge.org/resource/infobox/en/occupants",2
"http://yago-knowledge.org/resource/infobox/en/spaceavg",2
"http://yago-knowledge.org/resource/infobox/en/updatemodel",2
"http://yago-knowledge.org/resource/infobox/en/write",2
"http://yago-knowledge.org/resource/infobox/fr/célébrités",2
"http://yago-knowledge.org/resource/infobox/fr/enregistré",2
"http://yago-knowledge.org/resource/infobox/fa/besttime",2
"http://yago-knowledge.org/resource/infobox/fa/time",2
"http://yago-knowledge.org/resource/infobox/en/companylogo",2
"http://yago-knowledge.org/resource/infobox/en/completed",2
"http://yago-knowledge.org/resource/infobox/en/investment",2
"http://yago-knowledge.org/resource/infobox/en/nomen",2
"http://yago-knowledge.org/resource/infobox/en/percentblack",2
"http://yago-knowledge.org/resource/infobox/en/webpage",2
"http://yago-knowledge.org/resource/infobox/en/chromaticindex",2
"http://yago-knowledge.org/resource/infobox/pl/pierwszyraz",2
"http://yago-knowledge.org/resource/infobox/en/nextdvd",2
"http://yago-knowledge.org/resource/infobox/en/thisdvd",2
"http://yago-knowledge.org/resource/infobox/en/stunt",2
"http://yago-knowledge.org/resource/infobox/en/continentalcupqualifier",2
"http://yago-knowledge.org/resource/infobox/en/presbo",2
"http://yago-knowledge.org/resource/infobox/en/retirednumbers",2
"http://yago-knowledge.org/resource/infobox/en/streading",2
"http://yago-knowledge.org/resource/infobox/en/motiongraphics",2
"http://yago-knowledge.org/resource/infobox/en/message",2
"http://yago-knowledge.org/resource/infobox/en/technothril",2
"http://yago-knowledge.org/resource/infobox/de/gesamtlänge",2
"http://yago-knowledge.org/resource/infobox/de/title",2
"http://yago-knowledge.org/resource/infobox/en/shipmouldeddepth",2
"http://yago-knowledge.org/resource/infobox/en/cargomasstoleo",2
"http://yago-knowledge.org/resource/infobox/en/intercommunality",2
"http://yago-knowledge.org/resource/infobox/en/staffing",2
"http://yago-knowledge.org/resource/infobox/en/satavail",2
"http://yago-knowledge.org/resource/infobox/en/eradepot",2
"http://yago-knowledge.org/resource/infobox/en/sourcematerial",2
"http://yago-knowledge.org/resource/infobox/fr/sponsors",2
"http://yago-knowledge.org/resource/infobox/en/conferences",2
"http://yago-knowledge.org/resource/infobox/pl/hhmm",2
"http://yago-knowledge.org/resource/infobox/en/cancelled",2
"http://yago-knowledge.org/resource/infobox/en/headboy",2
"http://yago-knowledge.org/resource/infobox/en/choregrapher",2
"http://yago-knowledge.org/resource/infobox/fr/j",2
"http://yago-knowledge.org/resource/infobox/fr/president",2
"http://yago-knowledge.org/resource/infobox/fr/tutelle",2
"http://yago-knowledge.org/resource/infobox/nl/verdachten",2
"http://yago-knowledge.org/resource/infobox/nl/verliezen",2
"http://yago-knowledge.org/resource/infobox/en/fastridermotogp",2
"http://yago-knowledge.org/resource/infobox/en/poleridermotogpcountry",2
"http://yago-knowledge.org/resource/infobox/en/loco",2
"http://yago-knowledge.org/resource/infobox/en/horus",2
"http://yago-knowledge.org/resource/infobox/en/originalscreenplay",2
"http://yago-knowledge.org/resource/infobox/en/nationaltitles",2
"http://yago-knowledge.org/resource/infobox/en/shiredistrict",2
"http://yago-knowledge.org/resource/infobox/pl/bandera",2
"http://yago-knowledge.org/resource/infobox/pl/stocznia",2
"http://yago-knowledge.org/resource/infobox/en/chapterscarried",2
"http://yago-knowledge.org/resource/infobox/en/hostf",2
"http://yago-knowledge.org/resource/infobox/en/devicetype",2
"http://yago-knowledge.org/resource/infobox/en/legendrunner",2
"http://yago-knowledge.org/resource/infobox/fr/supcontenu",2
"http://yago-knowledge.org/resource/infobox/fr/revscore",2
"http://yago-knowledge.org/resource/infobox/en/maximumrainfall",2
"http://yago-knowledge.org/resource/infobox/de/abgesagtfrauen",2
"http://yago-knowledge.org/resource/infobox/en/montage",2
"http://yago-knowledge.org/resource/infobox/en/reach",2
"http://yago-knowledge.org/resource/infobox/it/pareggi",2
"http://yago-knowledge.org/resource/infobox/it/vincitrice",2
"http://yago-knowledge.org/resource/infobox/de/einsatzbereitschaft",2
"http://yago-knowledge.org/resource/infobox/en/statehead",2
"http://yago-knowledge.org/resource/infobox/en/xsampa",2
"http://yago-knowledge.org/resource/infobox/en/yearopened",2
"http://yago-knowledge.org/resource/infobox/en/lc",2
"http://yago-knowledge.org/resource/infobox/en/nssdcid",2
"http://yago-knowledge.org/resource/infobox/en/ref",2
"http://yago-knowledge.org/resource/infobox/en/welshname",2
"http://yago-knowledge.org/resource/infobox/pl/artysta",2
"http://yago-knowledge.org/resource/infobox/pl/baretkaopis",2
"http://yago-knowledge.org/resource/infobox/en/numberofresidents",2
"http://yago-knowledge.org/resource/infobox/fr/étapeprécédente",2
"http://yago-knowledge.org/resource/infobox/fr/pointsdumaillotbleu",2
"http://yago-knowledge.org/resource/infobox/en/lasttournamentever",2
"http://yago-knowledge.org/resource/infobox/en/disturbance",2
"http://yago-knowledge.org/resource/infobox/en/hours",2
"http://yago-knowledge.org/resource/infobox/en/poletimesbk",2
"http://yago-knowledge.org/resource/infobox/ro/basedon",2
"http://yago-knowledge.org/resource/infobox/en/mediadistribution",2
"http://yago-knowledge.org/resource/infobox/de/gemeinde",2
"http://yago-knowledge.org/resource/infobox/en/networktopology",2
"http://yago-knowledge.org/resource/infobox/en/filming",2
"http://yago-knowledge.org/resource/infobox/fr/détenupar",2
"http://yago-knowledge.org/resource/infobox/de/level",2
"http://yago-knowledge.org/resource/infobox/fr/adoption",2
"http://yago-knowledge.org/resource/infobox/de/beginn",2
"http://yago-knowledge.org/resource/infobox/fr/principauxscénaristes",2
"http://yago-knowledge.org/resource/infobox/en/lyricst",2
"http://yago-knowledge.org/resource/infobox/en/frequentlyusedbanknotes",2
"http://yago-knowledge.org/resource/infobox/en/hybrid",2
"http://yago-knowledge.org/resource/infobox/en/sponsorshipname",2
"http://yago-knowledge.org/resource/infobox/en/hangulja",2
"http://yago-knowledge.org/resource/infobox/en/mrja",2
"http://yago-knowledge.org/resource/infobox/en/closingtheme",2
"http://yago-knowledge.org/resource/infobox/en/doubles",2
"http://yago-knowledge.org/resource/infobox/en/cityfilmed",2
"http://yago-knowledge.org/resource/infobox/en/yearofrelease",2
"http://yago-knowledge.org/resource/infobox/de/relegationsspiele",2
"http://yago-knowledge.org/resource/infobox/fr/fuseauhoraire",2
"http://yago-knowledge.org/resource/infobox/fa/class",2
"http://yago-knowledge.org/resource/infobox/fa/emedicinetopic",2
"http://yago-knowledge.org/resource/infobox/en/percentwhite",2
"http://yago-knowledge.org/resource/infobox/en/significantdesign",2
"http://yago-knowledge.org/resource/infobox/en/thememusiccomposers",2
"http://yago-knowledge.org/resource/infobox/en/filmstudio",2
"http://yago-knowledge.org/resource/infobox/en/constructed",2
"http://yago-knowledge.org/resource/infobox/en/racelengthkm",2
"http://yago-knowledge.org/resource/infobox/en/edting",2
"http://yago-knowledge.org/resource/infobox/en/assdirector",2
"http://yago-knowledge.org/resource/infobox/en/footage",2
"http://yago-knowledge.org/resource/infobox/en/chromaticnumber",2
"http://yago-knowledge.org/resource/infobox/en/nexthost",2
"http://yago-knowledge.org/resource/infobox/en/voicedby",2
"http://yago-knowledge.org/resource/infobox/en/minimumsystemrequirements",1
"http://yago-knowledge.org/resource/infobox/en/strongeststorm",1
"http://yago-knowledge.org/resource/infobox/en/erapassyear",1
"http://yago-knowledge.org/resource/infobox/en/exhibit",1
"http://yago-knowledge.org/resource/infobox/en/gr",1
"http://yago-knowledge.org/resource/infobox/en/shipsurfacedisplacement",1
"http://yago-knowledge.org/resource/infobox/en/hshortrs",1
"http://yago-knowledge.org/resource/infobox/en/xlatm",1
"http://yago-knowledge.org/resource/infobox/en/movieremake",1
"http://yago-knowledge.org/resource/infobox/en/egmscore",1
"http://yago-knowledge.org/resource/infobox/en/contributingwriters",1
"http://yago-knowledge.org/resource/infobox/en/operationareas",1
"http://yago-knowledge.org/resource/infobox/fr/provinces",1
"http://yago-knowledge.org/resource/infobox/de/reihe",1
"http://yago-knowledge.org/resource/infobox/en/cinematographhy",1
"http://yago-knowledge.org/resource/infobox/en/typelink",1
"http://yago-knowledge.org/resource/infobox/es/leadername",1
"http://yago-knowledge.org/resource/infobox/fa/gross",1
"http://yago-knowledge.org/resource/infobox/fa/screenplay",1
"http://yago-knowledge.org/resource/infobox/en/devanagari",1
"http://yago-knowledge.org/resource/infobox/en/establishedevent",1
"http://yago-knowledge.org/resource/infobox/en/surfacenote",1
"http://yago-knowledge.org/resource/infobox/fr/nationalité",1
"http://yago-knowledge.org/resource/infobox/nl/tijdstip",1
"http://yago-knowledge.org/resource/infobox/en/olyappearances",1
"http://yago-knowledge.org/resource/infobox/en/wcappearances",1
"http://yago-knowledge.org/resource/infobox/en/sarchan",1
"http://yago-knowledge.org/resource/infobox/en/organisedby",1
"http://yago-knowledge.org/resource/infobox/en/basedonaplay",1
"http://yago-knowledge.org/resource/infobox/en/rentals",1
"http://yago-knowledge.org/resource/infobox/pl/miastootwarcia",1
"http://yago-knowledge.org/resource/infobox/pl/miastozamknięcia",1
"http://yago-knowledge.org/resource/infobox/pl/twórca",1
"http://yago-knowledge.org/resource/infobox/en/flame",1
"http://yago-knowledge.org/resource/infobox/en/gebirge",1
"http://yago-knowledge.org/resource/infobox/en/notableformermembers",1
"http://yago-knowledge.org/resource/infobox/en/lowerage",1
"http://yago-knowledge.org/resource/infobox/en/yearexileend",1
"http://yago-knowledge.org/resource/infobox/en/am",1
"http://yago-knowledge.org/resource/infobox/it/complicanze",1
"http://yago-knowledge.org/resource/infobox/en/launcheddate",1
"http://yago-knowledge.org/resource/infobox/en/controlsystem",1
"http://yago-knowledge.org/resource/infobox/en/firstedition",1
"http://yago-knowledge.org/resource/infobox/en/storywriters",1
"http://yago-knowledge.org/resource/infobox/en/assistantcameraamplighting",1
"http://yago-knowledge.org/resource/infobox/fr/intersections",1
"http://yago-knowledge.org/resource/infobox/fr/nomduclub",1
"http://yago-knowledge.org/resource/infobox/en/portofregistry",1
"http://yago-knowledge.org/resource/infobox/pl/najlepszystrzelec",1
"http://yago-knowledge.org/resource/infobox/fr/tranche",1
"http://yago-knowledge.org/resource/infobox/en/licenciés",1
"http://yago-knowledge.org/resource/infobox/en/defchampbd",1
"http://yago-knowledge.org/resource/infobox/en/defchampgs",1
"http://yago-knowledge.org/resource/infobox/en/credit",1
"http://yago-knowledge.org/resource/infobox/en/inflationrate",1
"http://yago-knowledge.org/resource/infobox/en/locatormap",1
"http://yago-knowledge.org/resource/infobox/fr/url",1
"http://yago-knowledge.org/resource/infobox/en/structuresburned",1
"http://yago-knowledge.org/resource/infobox/en/opticals",1
"http://yago-knowledge.org/resource/infobox/en/betalaunch",1
"http://yago-knowledge.org/resource/infobox/en/cgi",1
"http://yago-knowledge.org/resource/infobox/fr/couleurécriture",1
"http://yago-knowledge.org/resource/infobox/en/damsire",1
"http://yago-knowledge.org/resource/infobox/en/preselectiondate",1
"http://yago-knowledge.org/resource/infobox/en/yearactive",1
"http://yago-knowledge.org/resource/infobox/en/tvwriter",1
"http://yago-knowledge.org/resource/infobox/en/systemrequiements",1
"http://yago-knowledge.org/resource/infobox/fr/pagefacebook",1
"http://yago-knowledge.org/resource/infobox/en/flagiconother",1
"http://yago-knowledge.org/resource/infobox/en/executivechairman",1
"http://yago-knowledge.org/resource/infobox/en/basedoncharacterscreatedby",1
"http://yago-knowledge.org/resource/infobox/en/riderspervehicles",1
"http://yago-knowledge.org/resource/infobox/en/shipnakesake",1
"http://yago-knowledge.org/resource/infobox/en/opinionspolls",1
"http://yago-knowledge.org/resource/infobox/pl/lider",1
"http://yago-knowledge.org/resource/infobox/pl/ojczysta",1
"http://yago-knowledge.org/resource/infobox/pl/założona",1
"http://yago-knowledge.org/resource/infobox/pl/odległość",1
"http://yago-knowledge.org/resource/infobox/de/denkmaltyp",1
"http://yago-knowledge.org/resource/infobox/en/britn",1
"http://yago-knowledge.org/resource/infobox/en/copywrite",1
"http://yago-knowledge.org/resource/infobox/en/meteorw",1
"http://yago-knowledge.org/resource/infobox/en/largestmarginofvictory",1
"http://yago-knowledge.org/resource/infobox/en/showbible",1
"http://yago-knowledge.org/resource/infobox/en/numberseasons",1
"http://yago-knowledge.org/resource/infobox/en/restarted",1
"http://yago-knowledge.org/resource/infobox/en/countycolours",1
"http://yago-knowledge.org/resource/infobox/en/siteareasqm",1
"http://yago-knowledge.org/resource/infobox/en/conceptby",1
"http://yago-knowledge.org/resource/infobox/en/photos",1
"http://yago-knowledge.org/resource/infobox/en/posting",1
"http://yago-knowledge.org/resource/infobox/en/soundsdepartment",1
"http://yago-knowledge.org/resource/infobox/en/programdirector",1
"http://yago-knowledge.org/resource/infobox/en/preservedgauge",1
"http://yago-knowledge.org/resource/infobox/en/eradoubletracklength",1
"http://yago-knowledge.org/resource/infobox/ro/italictitle",1
"http://yago-knowledge.org/resource/infobox/ar/إتحادات",1
"http://yago-knowledge.org/resource/infobox/ar/البلد",1
"http://yago-knowledge.org/resource/infobox/en/placeofrelease",1
"http://yago-knowledge.org/resource/infobox/en/recordedwith",1
